,Athlete_ID_x,Fight_Result,Wins_x,Losses_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Streak_Athlete_ID_x,Significant_Strikes_Ratio_x,Athlete_ID_y,Wins_y,Losses_y,Fighting_Category_y,Age_y,Streak_Athlete_ID_y,Takedowns_Ratio_y,Significant_Strikes_Ratio_y,Fight_Style_Matchup,Age_diff,Height_diff,Weight_diff,Reach_diff,Significant_Strikes_Ratio_diff,Takedowns_Ratio_diff,Streak_Athlete_ID_diff
1068,antonio-carvalho,1,15,6,0.0,Grappling,31.0,1,0.0,daniel-pineda,28,17,Striking,26.0,1,0.14,0.4958791208791209,Grappling vs Striking,5.0,2.0,-0.5,-69.0,-0.4958791208791209,-0.14,0
2831,cub-swanson,1,30,14,0.21153846153846154,Grappling,37.0,2,0.5123508187621426,daniel-pineda,28,17,Striking,35.0,2,0.14,0.4958791208791209,Grappling vs Striking,2.0,1.0,0.5,1.0,0.01647169788302172,0.07153846153846152,0
302,alex-caceres,1,21,15,0.47368421052631576,Striking,33.0,2,0.49967105263157896,daniel-pineda,28,17,Striking,37.0,3,0.14,0.4958791208791209,Striking vs Striking,-4.0,3.0,13.300000000000011,4.5,0.0037919317524580665,0.33368421052631575,-1
2521,claude-patrick,1,14,2,0.0,Grappling,29.0,3,0.0,daniel-roberts,12,4,Grappling,28.0,1,0.0,0.0,Grappling vs Grappling,1.0,1.0,0.0,0.0,0.0,0.0,2
2193,charlie-brenneman,1,19,8,0.0,Grappling,29.0,1,0.0,daniel-roberts,12,4,Grappling,29.0,2,0.0,0.0,Grappling vs Grappling,0.0,0.0,-15.0,72.0,0.0,0.0,-1
347,alex-morono,0,24,11,0.0,Striking,34.0,-1,0.4025695931477516,daniel-rodriguez,18,5,Striking,37.0,-1,0.0,0.49628334062090074,Striking vs Striking,-3.0,-2.0,-10.5,-2.0,-0.09371374747314914,0.0,0
926,anthony-hamilton,0,15,9,0.4230769230769231,Striking,35.0,-3,0.656,daniel-spitz,6,3,Grappling,24.0,-1,0.6666666666666666,0.3595890410958904,Striking vs Grappling,11.0,-2.0,21.0,-6.0,0.2964109589041096,-0.24358974358974356,-2
2492,christos-giagos,0,20,12,0.016666666666666666,Striking,32.0,-1,0.41824644549763035,daniel-zellhuber,15,2,Striking,23.0,-1,0.0,0.40622568093385214,Striking vs Striking,9.0,-3.0,-13.400000000000006,-5.5,0.012020764563778208,0.016666666666666666,0
956,anthony-njokuani,0,16,9,0.0,Grappling,30.0,-2,0.0,danny-castillo,17,10,Grappling,31.0,-1,0.0,0.0,Grappling vs Grappling,-1.0,4.0,-1.0,4.0,0.0,0.0,-1
2194,charlie-brenneman,0,19,8,0.0,Grappling,31.0,-3,0.0,danny-castillo,17,10,Grappling,33.0,-2,0.0,0.0,Grappling vs Grappling,-2.0,1.0,0.0,1.0,0.0,0.0,-1
3162,daniel-teymur,0,7,4,0.0,Striking,27.0,-1,0.46742209631728043,danny-henry,12,4,Striking,26.0,-1,0.3333333333333333,0.5198019801980198,Striking vs Striking,1.0,-7.0,-1.5,-4.0,-0.052379883880739386,-0.3333333333333333,0
3035,dan-ige,1,18,9,0.03333333333333333,Grappling,27.0,3,0.45801133436373004,danny-henry,12,4,Striking,28.0,1,0.3333333333333333,0.5198019801980198,Grappling vs Striking,-1.0,-5.0,0.0,-2.0,-0.06179064583428978,-0.3,2
2314,chris-cariaso,1,17,8,0.0,Grappling,31.0,2,0.0,danny-martinez,18,7,Striking,27.0,1,0.0,0.28913963328631875,Grappling vs Striking,4.0,-2.0,1.0,63.0,-0.28913963328631875,0.0,1
1476,bobby-nash,0,8,4,0.0,Striking,25.0,-2,0.37790697674418605,danny-roberts,18,8,Striking,29.0,-1,0.0,0.3955078125,Striking vs Striking,-4.0,-1.0,-0.5,0.0,-0.01760083575581395,0.0,-1
2549,claudio-silva,1,14,4,0.1044776119402985,Grappling,34.0,3,0.4203935599284436,danny-roberts,18,8,Striking,31.0,1,0.0,0.3955078125,Grappling vs Striking,3.0,-2.0,-0.5,-3.0,0.024885747428443628,0.1044776119402985,2
10228,norma-dyumont-viana-3,0,9,3,0.0,Striking,30.0,-1,0.4461538461538462,danny-roberts,18,8,Striking,35.0,-1,0.0,0.3955078125,Striking vs Striking,-5.0,-4.0,0.0,-5.0,0.05064603365384618,0.0,0
111,ailin-perez,1,12,2,0.02040816326530612,Striking,29.0,4,0.5491606714628298,daria-zheleznyakova,9,2,Striking,27.0,1,0.0,0.38271604938271603,Striking vs Striking,2.0,-4.0,-4.199999999999989,-2.0,0.16644462208011374,0.02040816326530612,3
1784,bryan-barberena,1,18,12,0.2222222222222222,Striking,30.0,1,0.48043565954013717,darian-weeks,5,3,Striking,25.0,1,0.2,0.5126903553299492,Striking vs Striking,5.0,0.5,27.5,0.5,-0.03225469578981205,0.0222222222222222,0
95,adriano-martins,1,28,9,0.8,Grappling,28.0,1,0.3869047619047619,daron-cruickshank,16,8,Striking,26.0,1,0.0,0.3806193806193806,Grappling vs Striking,2.0,1.0,1.0,0.0,0.0062853812853813085,0.8,0
957,anthony-njokuani,0,16,9,0.0,Grappling,32.0,-1,0.0,daron-cruickshank,16,8,Striking,27.0,-1,0.0,0.3806193806193806,Grappling vs Striking,5.0,5.0,0.0,3.0,-0.3806193806193806,0.0,0
1345,beneil-dariush,1,22,6,0.11842105263157894,Striking,25.0,1,0.489873417721519,daron-cruickshank,16,8,Striking,28.0,1,0.0,0.3806193806193806,Striking vs Striking,-3.0,2.0,12.0,0.0,0.10925403710213838,0.11842105263157894,0
2153,charles-oliveira,1,35,10,0.26804123711340205,Grappling,20.0,1,0.5525,darren-elkins,29,11,Striking,25.0,1,0.20526315789473684,0.38401305057096247,Grappling vs Striking,-5.0,0.0,11.099999999999994,3.0,0.16848694942903752,0.06277807921866521,0
1069,antonio-carvalho,0,15,6,0.0,Grappling,32.0,-1,0.0,darren-elkins,29,11,Striking,28.0,-1,0.20526315789473684,0.38401305057096247,Grappling vs Striking,4.0,-1.0,0.5,-71.0,-0.38401305057096247,-0.20526315789473684,0
2072,chad-mendes,1,18,5,0.0,Grappling,26.0,3,0.0,darren-elkins,29,11,Striking,28.0,1,0.20526315789473684,0.38401305057096247,Grappling vs Striking,-2.0,-4.0,1.5,-5.0,-0.38401305057096247,-0.20526315789473684,2
2210,chas-skelly,0,19,3,0.2631578947368421,Striking,29.0,-1,0.4072072072072072,darren-elkins,29,11,Striking,31.0,-1,0.20526315789473684,0.38401305057096247,Striking vs Striking,-2.0,1.0,1.5,1.5,0.023194156636244745,0.05789473684210525,0
473,alexander-volkanovski,1,26,4,0.20253164556962025,Striking,29.0,4,0.5650598042769119,darren-elkins,29,11,Striking,33.0,1,0.20526315789473684,0.38401305057096247,Striking vs Striking,-4.0,-4.0,0.0,0.5,0.18104675370594947,-0.002731512325116592,3
2832,cub-swanson,1,30,14,0.21153846153846154,Grappling,38.0,1,0.5123508187621426,darren-elkins,29,11,Striking,37.0,2,0.20526315789473684,0.38401305057096247,Grappling vs Striking,1.0,-2.0,1.5,-1.0,0.12833776819118015,0.0062753036437246945,-1
3130,daniel-pineda,0,28,17,0.14,Striking,38.0,-2,0.4958791208791209,darren-elkins,29,11,Striking,39.0,-1,0.20526315789473684,0.38401305057096247,Striking vs Striking,-1.0,-3.0,1.0,-2.0,0.11186607030815843,-0.06526315789473683,-1
2119,charles-byrd,0,10,7,0.1,Striking,32.0,-1,0.5567567567567567,darren-stewart,12,8,Striking,25.0,-1,0.18181818181818182,0.4558139534883721,Striking vs Striking,7.0,-2.0,-20.0,-1.0,0.10094280326838462,-0.08181818181818182,0
1491,bojan-velickovic,0,15,6,0.25,Striking,26.0,-2,0.3482142857142857,darren-till,18,5,Striking,22.0,-1,0.23076923076923078,0.4681647940074906,Striking vs Striking,4.0,0.0,-14.5,1.5,-0.11995050829320492,0.019230769230769218,-1
622,alptekin-ozkilic,1,9,3,0.0,Striking,24.0,1,0.3231292517006803,darren-uyenoyama,8,5,Striking,32.0,1,0.0,0.39906103286384975,Striking vs Striking,-8.0,-1.0,1.0,1.0,-0.07593178116316945,0.0,0
2183,charles-rosa,0,14,8,0.24561403508771928,Striking,32.0,-2,0.36286089238845143,darrick-minner,26,14,Grappling,29.0,-1,0.7272727272727273,0.655,Striking vs Grappling,3.0,2.0,-1.0,-0.5,-0.2921391076115486,-0.481658692185008,-1
3255,darren-elkins,1,29,11,0.20526315789473684,Striking,36.0,2,0.38401305057096247,darrick-minner,26,14,Grappling,29.0,1,0.7272727272727273,0.655,Striking vs Grappling,7.0,3.0,-1.5,1.5,-0.27098694942903756,-0.5220095693779905,1
1161,artem-lobov-0,0,0,0,0.0,Grappling,-30.0,-1,0.0,dave-beneteau,0,0,Grappling,-30.0,-1,0.0,0.0,Grappling vs Grappling,0.0,0.0,0.0,0.0,0.0,0.0,0
3066,dan-severn,1,70,13,0.0,Grappling,35.0,2,0.0,dave-beneteau,0,0,Grappling,-30.0,1,0.0,0.0,Grappling vs Grappling,65.0,0.0,0.0,0.0,0.0,0.0,1
1921,carlos-baretto,0,0,0,0.0,Grappling,-28.0,-1,0.0,dave-beneteau,0,0,Grappling,-28.0,-1,0.0,0.0,Grappling vs Grappling,0.0,0.0,0.0,0.0,0.0,0.0,0
2378,chris-holdsworth,1,7,0,0.625,Grappling,23.0,1,0.2971014492753623,davey-grant,16,7,Striking,26.0,1,0.1,0.4407684098185699,Grappling vs Striking,-3.0,3.0,-1.0,2.0,-0.1436669605432076,0.525,0
2938,damian-stasiak,1,10,6,0.35135135135135137,Striking,24.0,1,0.363395225464191,davey-grant,16,7,Striking,29.0,2,0.1,0.4407684098185699,Striking vs Striking,-5.0,0.0,-3.0,1.0,-0.0773731843543789,0.25135135135135134,-1
87,adrian-yanez,1,17,6,0.0,Striking,27.0,4,0.4165029469548134,davey-grant,16,7,Striking,34.0,3,0.1,0.4407684098185699,Striking vs Striking,-7.0,-1.0,0.0,1.0,-0.024265462863756526,-0.1,1
3116,daniel-marcos,1,17,0,0.0,Striking,29.0,2,0.5359712230215827,davey-grant,16,7,Striking,36.0,4,0.1,0.4407684098185699,Striking vs Striking,-7.0,-1.0,0.0,0.0,0.09520281320301283,-0.1,-2
1217,austin-hubbard,0,17,8,0.0,Striking,26.0,-1,0.4381833473507149,davi-ramos,10,4,Grappling,30.0,-1,0.24,0.37732342007434944,Striking vs Grappling,-4.0,4.0,15.800000000000011,1.0,0.060859927276365466,-0.24,0
1128,arman-tsarukyan,1,22,3,0.037037037037037035,Striking,23.0,2,0.48928238583411,davi-ramos,10,4,Grappling,31.0,1,0.24,0.37732342007434944,Striking vs Grappling,-8.0,1.0,14.0,2.5,0.11195896575976055,-0.20296296296296296,1
3221,dante-rivera-1,1,0,0,0.0,Grappling,-25.0,1,0.0,david-dodd,0,0,Grappling,24.0,1,0.0,0.0,Grappling vs Grappling,-49.0,0.0,0.0,0.0,0.0,0.0,0
1766,bruno-silva,0,14,6,0.05,Grappling,29.0,-1,0.49113475177304966,david-dvorak,20,6,Striking,26.0,-1,0.0,0.4304,Grappling vs Striking,3.0,-1.0,0.5,-3.5,0.060734751773049656,0.05,0
2789,cory-walmsley,0,10,1,0.0,Grappling,-19.0,-1,0.0,david-heath,9,3,Grappling,28.0,-1,0.0,0.0,Grappling vs Grappling,-47.0,134.0,-205.0,0.0,0.0,0.0,0
2154,charles-oliveira,1,35,10,0.26804123711340205,Grappling,29.0,5,0.5525,david-teymur,8,2,Striking,28.0,1,0.3333333333333333,0.4320809248554913,Grappling vs Striking,1.0,1.0,-0.4000000000000057,1.0,0.12041907514450867,-0.06529209621993126,4
3209,danny-roberts,1,18,8,0.0,Striking,30.0,2,0.3955078125,david-zawada,17,7,Striking,25.0,1,0.16666666666666666,0.4117647058823529,Striking vs Striking,5.0,1.0,0.5,-1.0,-0.01625689338235292,-0.16666666666666666,1
348,alex-morono,1,24,11,0.0,Striking,30.0,1,0.4025695931477516,david-zawada,17,7,Striking,28.0,2,0.16666666666666666,0.4117647058823529,Striking vs Striking,2.0,-1.0,0.0,-3.0,-0.00919511273460133,-0.16666666666666666,-1
285,alessio-sakara,0,19,11,0.0,Grappling,22.0,-1,0.0,dean-lister,11,6,Grappling,28.0,-1,0.0,0.0,Grappling vs Grappling,-6.0,-1.0,-1.0,72.0,0.0,0.0,0
530,alexandre-pantoja,0,29,5,0.038461538461538464,Striking,28.0,-1,0.5008412787436904,deiveson-figueiredo,24,4,Striking,31.0,-1,0.09722222222222222,0.5436893203883495,Striking vs Striking,-3.0,0.0,-10.5,-1.0,-0.04284804164465905,-0.05876068376068376,0
401,alex-perez,0,25,9,0.2692307692307692,Striking,27.0,-1,0.46365914786967416,deiveson-figueiredo,24,4,Striking,32.0,-2,0.09722222222222222,0.5436893203883495,Striking vs Striking,-5.0,1.0,-9.0,-2.5,-0.08003017251867534,0.172008547008547,1
1582,brandon-moreno,1,22,8,0.18461538461538463,Grappling,26.0,3,0.4375241779497099,deiveson-figueiredo,24,4,Striking,33.0,1,0.09722222222222222,0.5436893203883495,Grappling vs Striking,-7.0,2.0,0.0,2.0,-0.10616514243863961,0.0873931623931624,2
1584,brandon-moreno,0,22,8,0.18461538461538463,Grappling,27.0,-1,0.4375241779497099,deiveson-figueiredo,24,4,Striking,34.0,-1,0.09722222222222222,0.5436893203883495,Grappling vs Striking,-7.0,2.0,0.0,2.0,-0.10616514243863961,0.0873931623931624,0
1583,brandon-moreno,1,22,8,0.18461538461538463,Grappling,28.0,2,0.4375241779497099,deiveson-figueiredo,24,4,Striking,35.0,1,0.09722222222222222,0.5436893203883495,Grappling vs Striking,-7.0,2.0,0.0,2.0,-0.10616514243863961,0.0873931623931624,1
2632,cody-garbrandt,0,14,6,0.1724137931034483,Striking,32.0,-1,0.4071294559099437,deiveson-figueiredo,24,4,Striking,36.0,-1,0.09722222222222222,0.5436893203883495,Striking vs Striking,-4.0,3.0,0.0,-2.5,-0.1365598644784058,0.07519157088122606,0
2087,chael-sonnen,0,29,14,0.0,Striking,30.0,-2,0.4386645962732919,demian-maia,28,11,Grappling,29.0,-1,0.21897810218978103,0.4357311320754717,Striking vs Grappling,1.0,0.0,35.5,2.0,0.0029334641978202014,-0.21897810218978103,-1
3051,dan-miller,0,14,8,0.0,Grappling,26.0,-2,0.0,demian-maia,28,11,Grappling,30.0,-2,0.21897810218978103,0.4357311320754717,Grappling vs Grappling,-4.0,0.0,13.5,2.0,-0.4357311320754717,-0.21897810218978103,0
705,anderson-silva,1,34,11,0.16666666666666666,Striking,33.0,8,0.6151631477927063,demian-maia,28,11,Grappling,30.0,1,0.21897810218978103,0.4357311320754717,Striking vs Grappling,3.0,1.0,13.5,5.0,0.1794320157172346,-0.052311435523114375,7
2443,chris-weidman,1,16,8,0.34615384615384615,Grappling,27.0,3,0.4513338139870223,demian-maia,28,11,Grappling,32.0,2,0.21897810218978103,0.4357311320754717,Grappling vs Grappling,-5.0,1.0,24.0,6.0,0.01560268191155062,0.1271757439640651,1
503,alexander-yakovlev,0,24,10,0.1935483870967742,Striking,27.0,-2,0.473972602739726,demian-maia,28,11,Grappling,34.0,-1,0.21897810218978103,0.4357311320754717,Striking vs Grappling,-7.0,2.0,-15.0,2.0,0.03824147066425432,-0.025429715093006844,-1
1927,carlos-condit,0,32,14,0.2692307692307692,Grappling,30.0,-3,0.3906633906633907,demian-maia,28,11,Grappling,36.0,-2,0.21897810218978103,0.4357311320754717,Grappling vs Grappling,-6.0,1.0,0.5,3.5,-0.04506774141208103,0.050252667040988186,-1
2678,colby-covington,1,17,5,0.2926829268292683,Grappling,28.0,4,0.38480392156862747,demian-maia,28,11,Grappling,37.0,1,0.21897810218978103,0.4357311320754717,Grappling vs Grappling,-9.0,-2.0,0.5,0.0,-0.050927210506844234,0.07370482463948724,3
1272,belal-muhammad,1,24,3,0.13636363636363635,Striking,32.0,5,0.43697183098591547,demian-maia,28,11,Grappling,41.0,2,0.21897810218978103,0.4357311320754717,Striking vs Grappling,-9.0,-2.0,-1.5,0.0,0.0012406989104437605,-0.08261446582614468,3
158,alan-belcher,1,17,7,0.0,Grappling,23.0,2,0.0,denis-kang,32,12,Grappling,29.0,1,0.0,0.0,Grappling vs Grappling,-6.0,3.0,0.0,75.0,0.0,0.0,1
1841,cain-velasquez,1,14,3,0.0,Grappling,24.0,2,0.0,denis-stojnic,12,3,Grappling,27.0,1,0.0,0.0,Grappling vs Grappling,-3.0,2.5,7.0,77.0,0.0,0.0,1
564,aliaskhab-khizriev,1,14,0,0.4,Striking,30.0,1,0.64,denis-tiuliulin,11,10,Striking,33.0,1,0.0,0.4116222760290557,Striking vs Striking,-3.0,-4.0,-5.5,-3.0,0.2283777239709443,0.4,0
2462,christian-leroy-duncan,1,10,2,0.0,Striking,27.0,2,0.6253443526170799,denis-tiuliulin,11,10,Striking,34.0,2,0.0,0.4116222760290557,Striking vs Striking,-7.0,1.0,9.5,2.0,0.21372207658802417,0.0,0
883,angela-hill,1,17,14,0.05172413793103448,Striking,38.0,2,0.4992643452672879,denise-gomes,10,3,Striking,22.0,1,0.0,0.5,Striking vs Striking,16.0,1.0,0.5,1.5,-0.0007356547327120877,0.05172413793103448,1
1751,bruna-brasil,0,10,4,0.0,Striking,29.0,-1,0.6140939597315436,denise-gomes,10,3,Striking,22.0,-1,0.0,0.5,Striking vs Striking,7.0,4.0,1.0,2.5,0.11409395973154357,0.0,0
2726,connor-matthews,0,7,2,0.06666666666666667,Striking,30.0,-1,0.44123711340206184,dennis-buzukja,12,5,Striking,25.0,-1,0.0,0.43478260869565216,Striking vs Striking,5.0,-1.0,1.5,0.5,0.0064545047064096805,0.06666666666666667,0
1326,ben-saunders,0,22,13,0.0,Grappling,25.0,-2,0.0,dennis-hallman,66,14,Grappling,-15.0,-1,0.0,0.0,Grappling vs Grappling,40.0,-85.0,170.0,77.5,0.0,0.0,-1
1671,brian-ebersole,1,51,17,0.0,Grappling,28.0,2,0.0,dennis-hallman,66,14,Grappling,-14.0,1,0.0,0.0,Grappling vs Grappling,42.0,-87.0,170.5,73.0,0.0,0.0,1
2919,dale-hartt,0,6,2,0.0,Grappling,28.0,-1,0.0,dennis-siver,23,11,Grappling,28.0,-1,0.0,0.0,Grappling vs Grappling,0.0,3.0,10.0,-70.0,0.0,0.0,0
784,andre-winner,0,12,6,0.0,Grappling,26.0,-2,0.0,dennis-siver,23,11,Grappling,29.0,-2,0.0,0.0,Grappling vs Grappling,-3.0,6.0,9.0,-70.0,0.0,0.0,0
2833,cub-swanson,1,30,14,0.21153846153846154,Grappling,29.0,4,0.5123508187621426,dennis-siver,23,11,Grappling,32.0,1,0.0,0.0,Grappling vs Grappling,-3.0,3.0,0.0,0.0,0.5123508187621426,0.21153846153846154,3
2184,charles-rosa,0,14,8,0.24561403508771928,Striking,25.0,-1,0.36286089238845143,dennis-siver,23,11,Grappling,33.0,-1,0.0,0.0,Striking vs Grappling,-8.0,4.0,-1.0,-1.0,0.36286089238845143,0.24561403508771928,0
2727,conor-mcgregor,1,22,6,0.0,Striking,24.0,5,0.49750830564784054,dennis-siver,23,11,Grappling,34.0,1,0.0,0.0,Striking vs Grappling,-10.0,4.0,10.0,4.0,0.49750830564784054,0.0,4
1415,bj-penn,0,16,14,0.0,Grappling,36.0,-5,0.0,dennis-siver,23,11,Grappling,36.0,-1,0.0,0.0,Grappling vs Grappling,0.0,4.0,9.5,0.0,0.0,0.0,-4
1951,carlos-hernandez,1,10,4,0.047619047619047616,Striking,29.0,2,0.4561891515994437,denys-bondar,14,5,Striking,29.0,1,0.08333333333333333,0.5084033613445378,Striking vs Striking,0.0,2.0,-11.199999999999989,-2.0,-0.05221420974509411,-0.03571428571428571,1
2388,chris-leben,0,22,11,0.0,Grappling,30.0,-2,0.0,derek-brunson,23,9,Striking,27.0,-1,0.10569105691056911,0.4738292011019284,Grappling vs Striking,3.0,-2.0,0.0,-3.0,-0.4738292011019284,-0.10569105691056911,-1
1683,brian-houston,0,4,2,0.0,Striking,24.0,-1,0.35714285714285715,derek-brunson,23,9,Striking,27.0,-2,0.10569105691056911,0.4738292011019284,Striking vs Striking,-3.0,1.0,-0.5,1.0,-0.11668634395907124,-0.10569105691056911,1
3108,daniel-kelly,0,13,4,0.34285714285714286,Striking,37.0,-1,0.38802660753880264,derek-brunson,23,9,Striking,31.0,-3,0.10569105691056911,0.4738292011019284,Striking vs Striking,6.0,-1.0,0.5,-6.5,-0.08580259356312575,0.23716608594657373,2
706,anderson-silva,1,34,11,0.16666666666666666,Striking,40.0,1,0.6151631477927063,derek-brunson,23,9,Striking,31.0,1,0.10569105691056911,0.4738292011019284,Striking vs Striking,9.0,1.0,-1.5,0.0,0.14133394669077792,0.060975609756097546,0
3286,darren-till,0,18,5,0.23076923076923078,Striking,26.0,-4,0.4681647940074906,derek-brunson,23,9,Striking,35.0,-1,0.10569105691056911,0.4738292011019284,Striking vs Striking,-9.0,-1.0,-1.0,-2.5,-0.005664407094437773,0.12507817385866166,-3
1052,antonio-arroyo,0,9,5,0.08333333333333333,Striking,29.0,-1,0.6642857142857143,deron-winn,7,3,Grappling,30.0,-1,0.0,0.4455882352941177,Striking vs Grappling,-1.0,9.0,-19.0,3.5,0.21869747899159658,0.08333333333333333,0
2936,damian-grabowski,0,20,5,0.0,Striking,34.0,-1,0.36082474226804123,derrick-lewis,28,12,Striking,30.0,-1,0.13157894736842105,0.508500772797527,Striking vs Striking,4.0,-2.0,-4.600000000000023,-4.0,-0.1476760305294858,-0.13157894736842105,0
3091,daniel-cormier,1,22,3,0.21794871794871795,Striking,37.0,2,0.5264069264069264,derrick-lewis,28,12,Striking,32.0,1,0.13157894736842105,0.508500772797527,Striking vs Striking,5.0,-4.0,-30.0,-6.5,0.0179061536093994,0.0863697705802969,1
491,alexander-volkov,0,38,11,0.3333333333333333,Grappling,29.0,-1,0.5733021077283372,derrick-lewis,28,12,Striking,32.0,-1,0.13157894736842105,0.508500772797527,Grappling vs Striking,-3.0,4.0,-11.5,1.0,0.0648013349308102,0.20175438596491227,0
253,aleksei-oleinik,0,60,17,0.26666666666666666,Grappling,41.0,-2,0.48906048906048905,derrick-lewis,28,12,Striking,34.0,-2,0.13157894736842105,0.508500772797527,Grappling vs Striking,7.0,-1.0,-12.0,1.0,-0.01944028373703799,0.13508771929824562,0
2864,curtis-blaydes,0,18,5,0.28448275862068967,Striking,29.0,-1,0.5012987012987012,derrick-lewis,28,12,Striking,35.0,-3,0.13157894736842105,0.508500772797527,Striking vs Striking,-6.0,1.0,-10.0,1.0,-0.0072020714988257906,0.15290381125226862,2
2505,ciryl-gane,1,13,2,0.0,Striking,30.0,2,0.612815269256987,derrick-lewis,28,12,Striking,35.0,1,0.13157894736842105,0.508500772797527,Striking vs Striking,-5.0,1.0,-20.5,2.0,0.10431449645946,-0.13157894736842105,1
2345,chris-daukaus,0,12,7,0.0,Striking,30.0,-1,0.5,derrick-lewis,28,12,Striking,36.0,-1,0.13157894736842105,0.508500772797527,Striking vs Striking,-6.0,0.0,-61.0,-3.0,-0.008500772797527034,-0.13157894736842105,0
2133,charles-jourdain,0,16,8,0.0,Striking,22.0,-1,0.4891139240506329,desmond-green,23,8,Striking,27.0,-1,0.25,0.46112600536193027,Striking vs Striking,-5.0,-2.0,-20.19999999999999,-4.0,0.02798791868870265,-0.25,0
367,alex-nicholson,1,7,4,0.0,Striking,24.0,1,0.43656716417910446,devin-clark,14,9,Striking,24.0,1,0.15294117647058825,0.5419354838709678,Striking vs Striking,0.0,4.0,-36.0,6.0,-0.10536831969186333,-0.15294117647058825,0
237,aleksandar-rakic,1,14,5,0.14285714285714285,Striking,25.0,3,0.5010526315789474,devin-clark,14,9,Striking,26.0,2,0.15294117647058825,0.5419354838709678,Striking vs Striking,-1.0,4.0,-15.0,3.0,-0.04088285229202038,-0.010084033613445398,1
3228,darko-stosic,0,13,4,0.0,Striking,25.0,-1,0.4548736462093863,devin-clark,14,9,Striking,27.0,-1,0.15294117647058825,0.5419354838709678,Striking vs Striking,-2.0,0.0,-16.0,1.0,-0.08706183766158149,-0.15294117647058825,0
613,alonzo-menifield,0,15,5,0.0,Striking,32.0,-1,0.5426170468187275,devin-clark,14,9,Striking,28.0,-2,0.15294117647058825,0.5419354838709678,Striking vs Striking,4.0,0.0,-16.0,1.0,0.000681562947759673,-0.15294117647058825,1
1234,azamat-murzakanov,1,14,0,0.07692307692307693,Striking,32.0,1,0.5643564356435643,devin-clark,14,9,Striking,30.0,1,0.15294117647058825,0.5419354838709678,Striking vs Striking,2.0,-2.0,-16.0,-3.5,0.02242095177259651,-0.07601809954751132,0
2904,da-un-jung,0,15,6,0.0,Striking,28.0,-2,0.40720961281708945,devin-clark,14,9,Striking,31.0,-1,0.15294117647058825,0.5419354838709678,Striking vs Striking,-3.0,4.0,-16.0,3.5,-0.13472587105387834,-0.15294117647058825,-1
3241,darrell-horcher,1,13,4,0.5,Grappling,27.0,1,0.4472361809045226,devin-powell,9,4,Striking,27.0,1,0.0,0.4166666666666667,Grappling vs Striking,0.0,-2.0,0.0,-1.0,0.03056951423785592,0.5,0
625,alvaro-herrera,0,9,6,0.0,Striking,26.0,-3,0.38461538461538464,devin-powell,9,4,Striking,28.0,-1,0.0,0.4166666666666667,Striking vs Striking,-2.0,1.0,1.0,1.0,-0.03205128205128205,0.0,-2
2062,chad-laprise,0,14,4,0.5454545454545454,Grappling,29.0,-2,0.4279749478079332,dhiego-lima,17,9,Striking,27.0,-1,0.2608695652173913,0.3902759526938239,Grappling vs Striking,2.0,-4.0,0.0,-4.0,0.03769899511410929,0.2845849802371541,-1
1273,belal-muhammad,1,24,3,0.13636363636363635,Striking,32.0,4,0.43697183098591547,dhiego-lima,17,9,Striking,30.0,1,0.2608695652173913,0.3902759526938239,Striking vs Striking,2.0,-3.0,-2.0,-3.0,0.04669587829209154,-0.12450592885375494,3
3256,darren-elkins,1,29,11,0.20526315789473684,Striking,27.0,1,0.38401305057096247,diego-brandao,24,11,Striking,23.0,1,0.0,0.4794238683127572,Striking vs Striking,4.0,3.0,-1.5,3.0,-0.09541081774179472,0.20526315789473684,0
3131,daniel-pineda,0,28,17,0.14,Striking,27.0,-1,0.4958791208791209,diego-brandao,24,11,Striking,24.0,-1,0.0,0.4794238683127572,Striking vs Striking,3.0,0.0,-0.5,1.0,0.01645525256636371,0.14,0
2728,conor-mcgregor,1,22,6,0.0,Striking,23.0,3,0.49750830564784054,diego-brandao,24,11,Striking,25.0,1,0.0,0.4794238683127572,Striking vs Striking,-2.0,2.0,10.0,6.0,0.01808443733508336,0.0,2
1706,brian-ortega,1,16,4,0.021739130434782608,Grappling,24.0,2,0.3789299503585218,diego-brandao,24,11,Striking,27.0,2,0.0,0.4794238683127572,Grappling vs Striking,-3.0,1.0,0.0,1.0,-0.1004939179542354,0.021739130434782608,0
2722,colton-smith,0,6,4,0.0,Striking,24.0,-3,0.4153846153846154,diego-ferreira,19,6,Striking,29.0,-1,0.03333333333333333,0.4063680518078791,Striking vs Striking,-5.0,3.0,0.0,-74.0,0.009016563576736303,-0.03333333333333333,-2
1347,beneil-dariush,1,22,6,0.11842105263157894,Striking,24.0,2,0.489873417721519,diego-ferreira,19,6,Striking,29.0,1,0.03333333333333333,0.4063680518078791,Striking vs Striking,-5.0,1.0,11.0,-2.0,0.08350536591363988,0.0850877192982456,1
1346,beneil-dariush,1,22,6,0.11842105263157894,Striking,31.0,5,0.489873417721519,diego-ferreira,19,6,Striking,36.0,2,0.03333333333333333,0.4063680518078791,Striking vs Striking,-5.0,1.0,11.0,-2.0,0.08350536591363988,0.0850877192982456,3
