,Athlete_ID_x,Fight_Result,Wins_x,Losses_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Streak_Athlete_ID_x,Significant_Strikes_Ratio_x,Athlete_ID_y,Wins_y,Losses_y,Fighting_Category_y,Age_y,Streak_Athlete_ID_y,Takedowns_Ratio_y,Significant_Strikes_Ratio_y,Fight_Style_Matchup,Age_diff,Height_diff,Weight_diff,Reach_diff,Significant_Strikes_Ratio_diff,Takedowns_Ratio_diff,Streak_Athlete_ID_diff
173,alan-jouban,0,17,7,0.3333333333333333,Striking,31.0,-1,0.5030349013657056,albert-tumenov,17,4,Striking,21.0,-1,0.0,0.42018072289156627,Striking vs Striking,10.0,1.0,1.5,0.5,0.08285417847413934,0.3333333333333333,0
36,abdul-razak-alhassan,1,12,7,0.06666666666666667,Grappling,35.0,1,0.49846625766871167,alessio-di-chirico,13,7,Striking,29.0,1,0.32142857142857145,0.3972457627118644,Grappling vs Striking,6.0,-2.0,-0.5,-1.0,0.10122049495684726,-0.2547619047619048,0
116,aisling-daly,1,16,5,0.0,Striking,25.0,1,0.5204081632653061,alex-chambers,5,4,Striking,34.0,1,0.4117647058823529,0.54,Striking vs Striking,-9.0,-1.0,0.20000000000000284,1.0,-0.01959183673469389,-0.4117647058823529,0
328,alex-da-silva,0,21,4,0.25,Striking,21.0,-1,0.4634146341463415,alexander-yakovlev,24,10,Striking,32.0,-1,0.1935483870967742,0.473972602739726,Striking vs Striking,-11.0,-7.0,0.0,-1.0,-0.010557968593384537,0.05645161290322581,0
486,alexander-volkov,1,38,11,0.3333333333333333,Grappling,34.0,3,0.5733021077283372,alexandr-romanov,18,3,Grappling,31.0,1,0.2765957446808511,0.5165354330708661,Grappling vs Grappling,3.0,5.0,-6.5,5.0,0.056766674657471095,0.05673758865248224,2
399,alex-perez,0,25,9,0.2692307692307692,Striking,29.0,-2,0.46365914786967416,alexandre-pantoja,29,5,Striking,31.0,-1,0.038461538461538464,0.5008412787436904,Striking vs Striking,-2.0,1.0,1.5,-1.5,-0.037182130874016284,0.23076923076923075,-1
248,aleksei-oleinik,0,60,17,0.26666666666666666,Grappling,40.0,-1,0.48906048906048905,alistair-overeem,47,19,Striking,37.0,-1,0.04918032786885246,0.6400193798449613,Grappling vs Striking,3.0,-2.0,-1.5,0.0,-0.15095889078447222,0.2174863387978142,0
487,alexander-volkov,1,38,11,0.3333333333333333,Grappling,32.0,2,0.5733021077283372,alistair-overeem,47,19,Striking,39.0,1,0.04918032786885246,0.6400193798449613,Grappling vs Striking,-7.0,3.0,-1.0,0.0,-0.06671727211662404,0.28415300546448086,1
9731,mizuki-inoue,0,15,6,0.0,Striking,24.0,-1,0.5086848635235732,amanda-lemos,14,4,Striking,32.0,-1,0.09090909090909091,0.5435745937961596,Striking vs Striking,-8.0,-1.0,3.0,0.5,-0.03488973027258635,-0.09090909090909091,0
9778,montserrat-ruiz,0,10,4,0.6666666666666666,Grappling,26.0,-2,0.27358490566037735,amanda-lemos,14,4,Striking,33.0,-2,0.09090909090909091,0.5435745937961596,Grappling vs Striking,-7.0,-4.0,2.9000000000000057,-4.0,-0.2699896881357822,0.5757575757575757,0
297,alex-andrade,0,0,0,0.0,Grappling,24.0,-1,0.0,amaury-bitetti,0,0,Grappling,29.0,-1,0.0,0.0,Grappling vs Grappling,-5.0,0.0,0.0,0.0,0.0,0.0,0
266,alessandro-costa,0,14,4,0.0,Grappling,26.0,-1,0.47689075630252103,amir-albazi,17,2,Grappling,29.0,-1,0.12,0.34763313609467456,Grappling vs Grappling,-3.0,-1.0,14.5,-1.0,0.12925762020784648,-0.12,0
202,albert-morales,1,7,4,0.21428571428571427,Striking,24.0,1,0.3572241183162685,andre-soukhamthath,13,8,Striking,26.0,1,0.26666666666666666,0.44039735099337746,Striking vs Striking,-2.0,0.0,-1.0,2.0,-0.08317323267710897,-0.05238095238095239,0
223,alejandro-perez,1,23,9,0.13636363636363635,Striking,25.0,2,0.35639880952380953,andre-soukhamthath,13,8,Striking,26.0,2,0.26666666666666666,0.44039735099337746,Striking vs Striking,-1.0,-3.0,8.5,-3.0,-0.08399854146956792,-0.1303030303030303,0
389,alex-pereira,1,12,2,0.0,Striking,33.0,1,0.6308360477741585,andreas-michailidis,13,6,Striking,30.0,1,0.2727272727272727,0.5154185022026432,Striking vs Striking,3.0,4.0,34.5,3.0,0.11541754557151529,-0.2727272727272727,0
5,aaron-brink,0,8,3,0.0,Grappling,23.0,-1,0.0,andrei-arlovski,34,24,Striking,20.0,-1,0.22580645161290322,0.4575910662057963,Grappling vs Striking,3.0,0.0,-14.0,-77.0,-0.4575910662057963,-0.22580645161290322,0
569,alistair-overeem,1,47,19,0.04918032786885246,Striking,34.0,3,0.6400193798449613,andrei-arlovski,34,24,Striking,36.0,1,0.22580645161290322,0.4575910662057963,Striking vs Striking,-2.0,1.0,10.5,3.0,0.18242831363916495,-0.17662612374405076,2
135,akira-corassani,1,14,7,0.0,Striking,27.0,1,0.4527687296416938,andy-ogle,9,6,Grappling,21.0,1,0.0,0.0,Striking vs Grappling,6.0,0.0,-1.0,-2.0,0.4527687296416938,0.0,0
124,aj-fletcher,0,10,3,0.2857142857142857,Striking,23.0,-1,0.49544072948328266,ange-loosa,10,4,Striking,28.0,-1,0.0,0.44509803921568625,Striking vs Striking,-5.0,0.0,13.0,-7.0,0.05034269026759641,0.2857142857142857,0
639,amanda-lemos,1,14,4,0.09090909090909091,Striking,34.0,3,0.5435745937961596,angela-hill,17,14,Striking,37.0,1,0.05172413793103448,0.4992643452672879,Striking vs Striking,-3.0,1.0,0.5,0.5,0.044310248528871665,0.03918495297805643,2
633,amanda-cooper,1,4,5,0.23076923076923078,Striking,23.0,2,0.4416243654822335,angela-magana,11,9,Striking,31.0,1,0.0,0.285,Striking vs Striking,-8.0,2.0,1.0,-1.0,0.15662436548223352,0.23076923076923078,1
634,amanda-cooper,1,4,5,0.23076923076923078,Striking,22.0,1,0.4416243654822335,anna-elmose,3,2,Striking,30.0,1,0.0,0.49640287769784175,Striking vs Striking,-8.0,0.0,0.0,-1.0,-0.054778512215608255,0.23076923076923078,0
249,aleksei-oleinik,1,60,17,0.26666666666666666,Grappling,35.0,1,0.48906048906048905,anthony-hamilton,15,9,Striking,32.0,1,0.4230769230769231,0.656,Grappling vs Striking,3.0,-3.0,-7.0,4.0,-0.16693951093951098,-0.1564102564102564,0
79,adam-wieczorek,1,10,2,0.0,Striking,23.0,1,0.3875,anthony-hamilton,15,9,Striking,35.0,2,0.4230769230769231,0.656,Striking vs Striking,-12.0,0.0,-28.80000000000001,5.0,-0.2685,-0.4230769230769231,-1
438,alexander-gustafsson,0,18,8,0.375,Striking,26.0,-1,0.4070460704607046,anthony-johnson,22,6,Grappling,29.0,-1,0.0,0.0,Striking vs Grappling,-3.0,3.0,1.1999999999999886,1.0,0.4070460704607046,0.375,0
208,albert-tumenov,1,17,4,0.0,Striking,20.0,2,0.42018072289156627,anthony-lapsley,25,7,Striking,32.0,1,0.0,0.3448275862068966,Striking vs Striking,-12.0,2.0,-2.0,2.0,0.0753531366846697,0.0,1
783,andre-winner,0,12,6,0.0,Grappling,27.0,-3,0.0,anthony-njokuani,16,9,Grappling,29.0,-1,0.0,0.0,Grappling vs Grappling,-2.0,-2.0,0.0,-75.0,0.0,0.0,-2
345,alex-morono,0,24,11,0.0,Striking,30.0,-1,0.4025695931477516,anthony-pettis,24,10,Striking,32.0,-1,0.3333333333333333,0.47564169722367733,Striking vs Striking,-2.0,1.0,0.5,-0.5,-0.07307210407592574,-0.3333333333333333,0
417,alex-white,0,13,6,0.2,Striking,26.0,-1,0.42007797270955166,anthony-rocco-martin,17,6,Grappling,25.0,-1,0.24242424242424243,0.37190684133915575,Striking vs Grappling,1.0,0.0,-15.5,-2.0,0.048171131370395914,-0.04242424242424242,0
853,andrew-sanchez,0,13,7,0.21666666666666667,Grappling,27.0,-2,0.43686274509803924,anthony-smith,38,21,Striking,28.0,-1,0.08823529411764706,0.4914772727272727,Grappling vs Striking,-1.0,-3.0,-20.5,-2.0,-0.05461452762923347,0.1284313725490196,-1
439,alexander-gustafsson,0,18,8,0.375,Striking,30.0,-2,0.4070460704607046,anthony-smith,38,21,Striking,30.0,-2,0.08823529411764706,0.4914772727272727,Striking vs Striking,0.0,1.0,-0.5,3.0,-0.08443120226656808,0.2867647058823529,0
236,aleksandar-rakic,1,14,5,0.14285714285714285,Striking,27.0,5,0.5010526315789474,anthony-smith,38,21,Striking,31.0,1,0.08823529411764706,0.4914772727272727,Striking vs Striking,-4.0,0.0,0.5,2.0,0.009575358851674709,0.054621848739495785,4
789,andrea-lee,1,13,10,0.07894736842105263,Striking,31.0,1,0.46903607969843836,antonina-shevchenko,10,4,Striking,34.0,1,0.2857142857142857,0.5531034482758621,Striking vs Striking,-3.0,-2.0,10.0,2.5,-0.08406736857742375,-0.20676691729323307,0
1007,anthony-smith,0,38,21,0.08823529411764706,Striking,24.0,-1,0.4914772727272727,antonio-braga-neto,9,3,Grappling,23.0,-1,0.375,0.3333333333333333,Striking vs Grappling,1.0,1.0,19.69999999999999,-1.0,0.1581439393939394,-0.2867647058823529,0
933,anthony-johnson,1,22,6,0.0,Grappling,28.0,2,0.0,antonio-rogerio-nogueira,23,10,Grappling,36.0,1,0.0,0.0,Grappling vs Grappling,-8.0,0.0,-2.1999999999999886,3.0,0.0,0.0,1
570,alistair-overeem,0,47,19,0.04918032786885246,Striking,31.0,-1,0.6400193798449613,antonio-silva,19,10,Striking,31.0,-1,0.0,0.4558189655172414,Striking vs Striking,0.0,0.0,-9.5,0.0,0.18420041432771989,0.04918032786885246,0
807,andrei-arlovski,1,34,24,0.22580645161290322,Striking,34.0,2,0.4575910662057963,antonio-silva,19,10,Striking,32.0,1,0.0,0.4558189655172414,Striking vs Striking,2.0,-1.0,-20.0,-3.0,0.001772100688554934,0.22580645161290322,1
103,aiemann-zahabi,1,12,2,0.0,Striking,35.0,3,0.46077210460772106,aoriqileng,25,11,Striking,29.0,1,0.26666666666666666,0.49754901960784315,Striking vs Striking,6.0,1.0,-10.5,-0.5,-0.03677691500012209,-0.26666666666666666,2
1046,antonina-shevchenko,1,10,4,0.2857142857142857,Striking,33.0,1,0.5531034482758621,ariane-lipski,17,10,Striking,25.0,1,0.1111111111111111,0.4180911680911681,Striking vs Striking,8.0,2.0,-0.5,0.0,0.13501228018469402,0.1746031746031746,0
80,adam-wieczorek,1,10,2,0.0,Striking,24.0,1,0.3875,arjan-singh-bhullar,9,1,Striking,30.0,1,0.375,0.5654205607476636,Striking vs Striking,-6.0,4.0,-11.800000000000011,5.5,-0.17792056074766355,-0.375,0
120,aj-dobson,0,7,3,0.0,Striking,28.0,-2,0.462,armen-petrosyan,9,4,Striking,31.0,-1,0.0,0.5298087739032621,Striking vs Striking,-3.0,-2.0,-1.0,5.0,-0.06780877390326207,0.0,-1
186,alan-omer,0,18,5,0.0,Striking,24.0,-2,0.5568862275449101,arnold-allen,20,3,Striking,20.0,-1,0.34782608695652173,0.41536369816451396,Striking vs Striking,4.0,1.0,1.0,1.0,0.14152252938039617,-0.34782608695652173,-1
418,alex-white,1,13,6,0.2,Striking,25.0,1,0.42007797270955166,artem-lobov,14,15,Striking,27.0,1,0.25,0.41453428863868985,Striking vs Striking,-2.0,3.0,9.5,6.5,0.00554368407086181,-0.04999999999999999,0
737,andre-fili,1,24,11,0.2875,Striking,26.0,1,0.37889688249400477,artem-lobov,14,15,Striking,28.0,2,0.25,0.41453428863868985,Striking vs Striking,-2.0,2.0,11.5,9.0,-0.03563740614468508,0.03749999999999998,-1
110,ailin-perez,1,12,2,0.02040816326530612,Striking,28.0,1,0.5491606714628298,ashlee-evans-smith,6,6,Striking,34.0,1,0.16129032258064516,0.3407181054239878,Striking vs Striking,-6.0,-3.0,-0.5,-1.5,0.20844256603884198,-0.14088215931533904,0
879,angela-hill,1,17,14,0.05172413793103448,Striking,32.0,1,0.4992643452672879,ashley-yoder,8,9,Grappling,27.0,1,0.09302325581395349,0.39166666666666666,Striking vs Grappling,5.0,-4.0,-0.5,-5.0,0.10759767860062125,-0.041299117882919005,0
635,amanda-cooper,0,4,5,0.23076923076923078,Striking,24.0,-2,0.4416243654822335,ashley-yoder,8,9,Grappling,28.0,-1,0.09302325581395349,0.39166666666666666,Striking vs Grappling,-4.0,-4.0,0.0,-5.5,0.04995769881556683,0.1377459749552773,-1
880,angela-hill,1,17,14,0.05172413793103448,Striking,36.0,1,0.4992643452672879,ashley-yoder,8,9,Grappling,31.0,1,0.09302325581395349,0.39166666666666666,Striking vs Grappling,5.0,-4.0,-0.5,-5.0,0.10759767860062125,-0.041299117882919005,0
525,alexandre-pantoja,0,29,5,0.038461538461538464,Striking,29.0,-1,0.5008412787436904,askar-askarov,14,1,Striking,25.0,-1,0.07547169811320754,0.5400943396226415,Striking vs Striking,4.0,-1.0,-17.5,0.0,-0.039253060878951085,-0.03701015965166908,0
610,alonzo-menifield,1,15,5,0.0,Striking,34.0,2,0.5426170468187275,askar-mozharov,0,1,Striking,25.0,1,0.0,0.18181818181818182,Striking vs Striking,9.0,-3.0,0.5,2.0,0.36079886500054564,0.0,1
584,aljamain-sterling,1,24,5,0.1337579617834395,Striking,27.0,1,0.5243747350572276,augusto-mendes,6,2,Striking,32.0,1,0.3333333333333333,0.3487394957983193,Striking vs Striking,-5.0,1.0,10.5,6.0,0.17563523925890834,-0.19957537154989383,0
571,alistair-overeem,1,47,19,0.04918032786885246,Striking,38.0,2,0.6400193798449613,augusto-sakai,16,5,Striking,27.0,1,0.2,0.4899598393574297,Striking vs Striking,11.0,1.0,-9.5,3.0,0.15005954048753156,-0.15081967213114755,1
455,alexander-hernandez,1,15,8,0.12903225806451613,Striking,31.0,1,0.4099740932642487,austin-hubbard,17,8,Striking,31.0,1,0.0,0.4381833473507149,Striking vs Striking,0.0,-1.0,0.19999999999998863,1.0,-0.028209254086466184,0.12903225806451613,0
298,alex-caceres,1,21,15,0.47368421052631576,Striking,30.0,3,0.49967105263157896,austin-springer,10,4,Striking,31.0,1,0.0,0.5779816513761468,Striking vs Striking,-1.0,2.0,7.800000000000011,2.0,-0.0783105987445678,0.47368421052631576,2
611,alonzo-menifield,0,15,5,0.0,Striking,36.0,-1,0.5426170468187275,azamat-murzakanov,14,0,Striking,34.0,-1,0.07692307692307693,0.5643564356435643,Striking vs Striking,2.0,2.0,0.0,4.5,-0.021739388824836836,-0.07692307692307693,0
758,andre-muniz,1,24,6,0.05555555555555555,Striking,29.0,1,0.5,bartosz-fabinski,15,5,Grappling,32.0,1,0.6470588235294118,0.6807228915662651,Striking vs Grappling,-3.0,1.0,0.5,3.0,-0.1807228915662651,-0.5915032679738562,0
1165,ashlee-evans-smith,1,6,6,0.16129032258064516,Striking,29.0,1,0.3407181054239878,bec-rawlings,7,8,Striking,27.0,1,0.4,0.42808607021517553,Striking vs Striking,2.0,2.0,9.700000000000003,3.5,-0.08736796479118775,-0.23870967741935487,0
174,alan-jouban,1,17,7,0.3333333333333333,Striking,32.0,3,0.5030349013657056,belal-muhammad,24,3,Striking,27.0,1,0.13636363636363635,0.43697183098591547,Striking vs Striking,5.0,1.0,1.5,1.5,0.06606307037979015,0.19696969696969696,2
1200,augusto-montano,0,15,3,0.0,Striking,29.0,-1,0.4609375,belal-muhammad,24,3,Striking,27.0,-1,0.13636363636363635,0.43697183098591547,Striking vs Striking,2.0,2.0,1.5,1.0,0.023965669014084534,-0.13636363636363635,0
975,anthony-pettis,1,24,10,0.3333333333333333,Striking,24.0,4,0.47564169722367733,ben-henderson,23,5,Grappling,27.0,1,0.0,0.0,Striking vs Grappling,-3.0,1.0,0.0,2.5,0.47564169722367733,0.3333333333333333,3
621,alptekin-ozkilic,0,9,3,0.0,Striking,25.0,-3,0.3231292517006803,ben-nguyen,17,8,Striking,24.0,-1,0.3333333333333333,0.40076335877862596,Striking vs Striking,1.0,0.0,0.5,0.0,-0.07763410707794566,-0.3333333333333333,-2
572,alistair-overeem,0,47,19,0.04918032786885246,Striking,32.0,-1,0.6400193798449613,ben-rothwell,39,14,Striking,30.0,-1,0.2413793103448276,0.42574257425742573,Striking vs Striking,2.0,0.0,-9.5,1.5,0.21427680558753553,-0.19219898247597514,0
175,alan-jouban,1,17,7,0.3333333333333333,Striking,34.0,1,0.5030349013657056,ben-saunders,22,13,Grappling,33.0,1,0.0,0.0,Striking vs Grappling,1.0,-2.0,0.5,-4.0,0.5030349013657056,0.3333333333333333,0
992,anthony-rocco-martin,0,17,6,0.24242424242424243,Grappling,22.0,-2,0.37190684133915575,beneil-dariush,22,6,Striking,24.0,-1,0.11842105263157894,0.489873417721519,Grappling vs Striking,-2.0,2.0,3.5,1.5,-0.11796657638236324,0.12400318979266349,-1
456,alexander-hernandez,1,15,8,0.12903225806451613,Striking,25.0,1,0.4099740932642487,beneil-dariush,22,6,Striking,28.0,1,0.11842105263157894,0.489873417721519,Striking vs Striking,-3.0,-1.0,5.0,0.0,-0.07989932445727027,0.010611205432937185,0
1124,arman-tsarukyan,1,22,3,0.037037037037037035,Striking,26.0,2,0.48928238583411,beneil-dariush,22,6,Striking,33.0,2,0.11842105263157894,0.489873417721519,Striking vs Striking,-7.0,-3.0,3.0,0.5,-0.0005910318874089993,-0.0813840155945419,0
203,albert-morales,0,7,4,0.21428571428571427,Striking,24.0,-2,0.3572241183162685,benito-lopez,10,2,Striking,21.0,-1,0.0,0.45419103313840153,Striking vs Striking,3.0,-1.0,-3.5,-1.0,-0.09696691482213304,0.21428571428571427,-1
738,andre-fili,1,24,11,0.2875,Striking,31.0,1,0.37889688249400477,bill-algeo,18,9,Striking,32.0,1,0.2222222222222222,0.5160642570281124,Striking vs Striking,-1.0,-1.0,-3.5,1.0,-0.13716737453410766,0.06527777777777777,0
457,alexander-hernandez,0,15,8,0.12903225806451613,Striking,30.0,-1,0.4099740932642487,bill-algeo,18,9,Striking,33.0,-1,0.2222222222222222,0.5160642570281124,Striking vs Striking,-3.0,-3.0,11.5,-1.0,-0.10609016376386371,-0.09318996415770608,0
458,alexander-hernandez,0,15,8,0.12903225806451613,Striking,29.0,-3,0.4099740932642487,billy-quarantillo,18,7,Striking,33.0,-1,0.018518518518518517,0.545755237045204,Striking vs Striking,-4.0,-1.0,26.0,2.0,-0.1357811437809553,0.11051373954599761,-2
1310,ben-rothwell,0,39,14,0.2413793103448276,Striking,35.0,-1,0.42574257425742573,blagoy-ivanov,19,6,Striking,30.0,-1,0.0,0.4049904030710173,Striking vs Striking,5.0,5.0,6.0,5.5,0.02075217118640843,0.2413793103448276,0
1203,augusto-sakai,1,16,5,0.2,Striking,27.0,2,0.4899598393574297,blagoy-ivanov,19,6,Striking,31.0,1,0.0,0.4049904030710173,Striking vs Striking,-4.0,4.0,6.0,4.0,0.0849694362864124,0.2,1
510,alexandr-romanov,1,18,3,0.2765957446808511,Grappling,31.0,1,0.5165354330708661,blagoy-ivanov,19,6,Striking,34.0,2,0.0,0.4049904030710173,Grappling vs Striking,-3.0,3.0,2.0,2.0,0.11154502999984883,0.2765957446808511,-1
188,alan-patrick,0,15,4,0.3188405797101449,Grappling,34.0,-2,0.4074074074074074,bobby-green,32,16,Striking,32.0,-1,0.09523809523809523,0.5304746494066882,Grappling vs Striking,2.0,0.0,-12.0,3.0,-0.12306724199928082,0.22360248447204967,-1
141,al-iaquinta,0,14,7,0.18604651162790697,Striking,32.0,-3,0.40544787847040337,bobby-green,32,16,Striking,33.0,-2,0.09523809523809523,0.5304746494066882,Striking vs Striking,-1.0,0.0,-12.199999999999989,-1.0,-0.12502677093628484,0.09080841638981174,-1
1400,billy-elekana,0,7,2,0.0,Striking,29.0,-1,0.7142857142857143,bogdan-guskov,17,3,Striking,32.0,-1,0.0,0.5132743362831859,Striking vs Striking,-3.0,0.0,-5.5,1.0,0.20101137800252844,0.0,0
35,abdul-kerim-edilov,1,16,4,1.0,Grappling,23.0,1,0.616,bojan-mihajlovic,10,5,Striking,35.0,1,0.0,0.3561643835616438,Grappling vs Striking,-12.0,3.0,-1.0,5.0,0.2598356164383562,1.0,0
273,alessio-di-chirico,0,13,7,0.32142857142857145,Striking,24.0,-1,0.3972457627118644,bojan-velickovic,15,6,Striking,25.0,-1,0.25,0.3482142857142857,Striking vs Striking,-1.0,0.0,16.0,-2.0,0.049031476997578705,0.07142857142857145,0
686,amir-sadollah,1,7,5,0.0,Grappling,27.0,1,0.0,brad-blackburn,15,11,Grappling,31.0,1,0.0,0.0,Grappling vs Grappling,-4.0,1.0,0.0,74.0,0.0,0.0,0
329,alex-da-silva,0,21,4,0.25,Striking,22.0,-2,0.4634146341463415,brad-riddell,10,4,Striking,26.0,-1,0.04,0.5365126676602087,Striking vs Striking,-4.0,1.0,-0.09999999999999432,2.0,-0.07309803351386718,0.21,-1
22,aaron-simpson,1,11,4,0.0,Grappling,34.0,1,0.0,brad-tavares,20,11,Striking,22.0,1,0.26666666666666666,0.4342363564978406,Grappling vs Striking,12.0,-1.0,-30.0,-74.0,-0.4342363564978406,-0.26666666666666666,0
1058,antonio-carlos-junior,0,11,5,0.0,Striking,29.0,-2,0.41818181818181815,brad-tavares,20,11,Striking,32.0,-1,0.26666666666666666,0.4342363564978406,Striking vs Striking,-3.0,1.0,-16.0,5.0,-0.016054538316022438,-0.26666666666666666,-1
1254,batgerel-danaa,0,12,5,0.0,Grappling,31.0,-3,0.3654524089306698,brady-hiestand,9,2,Striking,23.0,-1,0.15384615384615385,0.5083612040133779,Grappling vs Striking,8.0,-1.0,1.0,-1.0,-0.1429087950827081,-0.15384615384615385,-2
1255,batgerel-danaa,1,12,5,0.0,Grappling,29.0,2,0.3654524089306698,brandon-davis,14,10,Striking,29.0,1,0.07142857142857142,0.35934550031466334,Grappling vs Striking,0.0,-3.0,0.0,-2.0,0.00610690861600649,-0.07142857142857142,1
527,alexandre-pantoja,1,29,5,0.038461538461538464,Striking,27.0,1,0.5008412787436904,brandon-moreno,22,8,Grappling,23.0,1,0.18461538461538463,0.4375241779497099,Striking vs Grappling,4.0,-2.0,-10.5,-3.0,0.06331710079398056,-0.14615384615384616,0
526,alexandre-pantoja,1,29,5,0.038461538461538464,Striking,32.0,3,0.5008412787436904,brandon-moreno,22,8,Grappling,28.0,2,0.18461538461538463,0.4375241779497099,Striking vs Grappling,4.0,-2.0,-10.5,-3.0,0.06331710079398056,-0.14615384615384616,1
681,amir-albazi,0,17,2,0.12,Grappling,30.0,-1,0.34763313609467456,brandon-moreno,22,8,Grappling,29.0,-1,0.18461538461538463,0.4375241779497099,Grappling vs Grappling,1.0,-2.0,-9.5,-2.0,-0.08989104185503533,-0.06461538461538463,0
1580,brandon-moreno,1,22,8,0.18461538461538463,Grappling,25.0,2,0.4375241779497099,brandon-royval,17,7,Striking,27.0,1,0.25,0.3952802359882006,Grappling vs Striking,-2.0,-2.0,9.5,2.0,0.04224394196150927,-0.06538461538461537,1
529,alexandre-pantoja,1,29,5,0.038461538461538464,Striking,30.0,2,0.5008412787436904,brandon-royval,17,7,Striking,28.0,2,0.25,0.3952802359882006,Striking vs Striking,2.0,-4.0,-1.0,-1.0,0.10556104275548983,-0.21153846153846154,0
528,alexandre-pantoja,1,29,5,0.038461538461538464,Striking,33.0,4,0.5008412787436904,brandon-royval,17,7,Striking,31.0,3,0.25,0.3952802359882006,Striking vs Striking,2.0,-4.0,-1.0,-1.0,0.10556104275548983,-0.21153846153846154,1
1581,brandon-moreno,0,22,8,0.18461538461538463,Grappling,29.0,-1,0.4375241779497099,brandon-royval,17,7,Striking,31.0,-1,0.25,0.3952802359882006,Grappling vs Striking,-2.0,-2.0,9.5,2.0,0.04224394196150927,-0.06538461538461537,0
1289,ben-henderson,1,23,5,0.0,Grappling,29.0,1,0.0,brandon-thatch,11,5,Striking,27.0,1,0.0,0.42805755395683454,Grappling vs Striking,2.0,-5.0,0.0,-4.0,-0.42805755395683454,0.0,0
1194,assuerio-silva,0,32,4,0.0,Grappling,30.0,-2,0.0,brandon-vera,12,7,Grappling,26.0,-1,0.0,0.0,Grappling vs Grappling,4.0,-1.0,0.0,0.0,0.0,0.0,-1
1311,ben-rothwell,1,39,14,0.2413793103448276,Striking,29.0,1,0.42574257425742573,brandon-vera,12,7,Grappling,33.0,1,0.0,0.0,Striking vs Grappling,-4.0,2.0,24.0,78.5,0.42574257425742573,0.2413793103448276,0
1322,ben-saunders,1,22,13,0.0,Grappling,23.0,3,0.0,brandon-wolff,7,4,Grappling,30.0,1,0.0,0.0,Grappling vs Grappling,-7.0,5.0,0.0,77.5,0.0,0.0,2
759,andre-muniz,0,24,6,0.05555555555555555,Striking,32.0,-1,0.5,brendan-allen,24,6,Striking,27.0,-1,0.043478260869565216,0.5382585751978892,Striking vs Striking,5.0,-1.0,-1.0,3.0,-0.03825857519788922,0.012077294685990336,0
176,alan-jouban,1,17,7,0.3333333333333333,Striking,32.0,2,0.5030349013657056,brendan-oreilly,6,3,Striking,26.0,1,0.0,0.47368421052631576,Striking vs Striking,6.0,3.0,15.5,4.5,0.029350690839389848,0.3333333333333333,1
1312,ben-rothwell,1,39,14,0.2413793103448276,Striking,28.0,1,0.42574257425742573,brendan-schaub,11,5,Grappling,27.0,1,0.0,0.0,Striking vs Grappling,1.0,0.0,21.0,0.5,0.42574257425742573,0.2413793103448276,0
808,andrei-arlovski,1,34,24,0.22580645161290322,Striking,34.0,1,0.4575910662057963,brendan-schaub,11,5,Grappling,29.0,2,0.0,0.0,Striking vs Grappling,5.0,-1.0,1.0,-1.0,0.4575910662057963,0.22580645161290322,-1
204,albert-morales,0,7,4,0.21428571428571427,Striking,24.0,-1,0.3572241183162685,brett-johns,17,2,Striking,23.0,-1,0.2542372881355932,0.4903100775193798,Striking vs Striking,1.0,2.0,-1.0,1.0,-0.13308595920311134,-0.039951573849878935,0
585,aljamain-sterling,1,24,5,0.1337579617834395,Striking,28.0,1,0.5243747350572276,brett-johns,17,2,Striking,24.0,1,0.2542372881355932,0.4903100775193798,Striking vs Striking,4.0,0.0,9.5,0.0,0.03406465753784782,-0.12047932635215372,0
470,alexander-volkanovski,1,26,4,0.20253164556962025,Striking,32.0,10,0.5650598042769119,brian-ortega,16,4,Grappling,29.0,1,0.021739130434782608,0.3789299503585218,Striking vs Grappling,3.0,-2.0,-1.5,2.5,0.18612985391839015,0.18079251513483763,9
282,alessio-sakara,0,19,11,0.0,Grappling,28.0,-2,0.0,brian-stann,12,6,Grappling,29.0,-1,0.0,0.0,Grappling vs Grappling,-1.0,-1.0,-21.0,72.0,0.0,0.0,-1
1676,brian-foster,0,17,5,0.0,Grappling,23.0,-2,0.0,brock-larson,27,4,Grappling,29.0,-1,0.0,0.0,Grappling vs Grappling,-6.0,-1.0,-1.0,73.0,0.0,0.0,-1
573,alistair-overeem,1,47,19,0.04918032786885246,Striking,30.0,1,0.6400193798449613,brock-lesnar,6,3,Grappling,32.0,1,0.0,0.0,Striking vs Grappling,-2.0,1.0,-10.0,-1.0,0.6400193798449613,0.04918032786885246,0
66,abus-magomedov,1,27,6,0.0,Striking,33.0,2,0.44025157232704404,brunno-ferreira,12,2,Grappling,30.0,1,0.0,0.5,Striking vs Grappling,3.0,4.0,-0.5,6.0,-0.05974842767295596,0.0,1
854,andrew-sanchez,0,13,7,0.21666666666666667,Grappling,31.0,-2,0.43686274509803924,bruno-silva-blindado,23,12,Striking,31.0,-1,0.09523809523809523,0.4798962386511025,Grappling vs Striking,0.0,1.0,-1.0,0.0,-0.04303349355306324,0.12142857142857144,-1
390,alex-pereira,1,12,2,0.0,Striking,34.0,4,0.6308360477741585,bruno-silva-blindado,23,12,Striking,32.0,1,0.09523809523809523,0.4798962386511025,Striking vs Striking,2.0,4.0,19.0,5.0,0.150939809123056,-0.09523809523809523,3
