,Athlete_ID_x,Opponent_ID,Fight_Date,Fight_Result,Delta_Time,Wins_x,Losses_x,Significant_Strikes_Ratio_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Height_x,Weight_x,Reach_x,Athlete_ID_y,Wins_y,Losses_y,Significant_Strikes_Ratio_y,Takedowns_Ratio_y,Fighting_Category_y,Age_y,Height_y,Weight_y,Reach_y
11311,rob-kimmons,rob-yundt,2008-06-21,0,17.0,23,7,0.0,0.0,Grappling,25.0,70.0,185.0,0.0,rob-yundt,7,2,0.0,0.0,Grappling,26.0,73.0,185.0,0.0
11315,rob-wilkinson,siyar-bahadurzada,2017-02-09,0,8.0,11,2,0.5,0.25,Striking,23.0,75.0,186.0,80.0,siyar-bahadurzada,24,8,0.0,0.0,Grappling,31.0,71.0,171.0,72.5
11336,robbie-lawler,rory-macdonald,2013-11-16,1,12.0,30,16,0.0,0.0,Grappling,29.0,71.0,170.5,74.0,rory-macdonald,18,4,0.0,0.0,Grappling,21.0,72.0,170.5,76.0
11337,robbie-lawler,steve-berger,2002-06-22,0,23.0,30,16,0.0,0.0,Grappling,18.0,71.0,170.5,74.0,steve-berger,15,6,0.0,0.0,Grappling,27.0,71.0,169.0,0.0
11338,robbie-lawler,tiki-ghosn,2002-11-22,1,23.0,30,16,0.0,0.0,Grappling,18.0,71.0,170.5,74.0,tiki-ghosn,8,5,0.0,0.0,Grappling,22.0,72.0,170.0,0.0
11339,robbie-lawler,tyron-woodley,2016-07-30,0,9.0,30,16,0.0,0.0,Grappling,32.0,71.0,170.5,74.0,tyron-woodley,19,7,0.48699132755170116,0.09090909090909091,Striking,32.0,69.0,171.0,74.0
11344,robbie-peralta,rony-jason,2014-05-31,1,11.0,18,6,0.4469078179696616,0.0,Striking,26.0,68.0,145.0,71.0,rony-jason,15,7,0.44285714285714284,0.3,Striking,28.0,67.0,146.0,0.0
11345,robbie-peralta,thiago-tavares,2014-08-17,0,11.0,18,6,0.4469078179696616,0.0,Striking,26.0,68.0,145.0,71.0,thiago-tavares,24,7,0.0,0.0,Grappling,27.0,67.0,146.0,68.0
11348,robelis-despaigne,waldo-cortes-acosta,2024-11-05,0,1.0,5,2,0.5981308411214953,0.0,Striking,35.0,79.0,264.0,84.0,waldo-cortes-acosta,12,1,0.48171368861024033,0.0,Striking,32.0,76.0,262.0,70.0
11352,robert-valentin-frey,ryan-loder,2024-08-24,0,1.0,11,4,0.5,0.0,Striking,28.0,74.0,185.0,0.0,ryan-loder,8,1,0.8076923076923077,0.3333333333333333,Grappling,32.0,73.0,186.0,76.0
11375,robert-whittaker,ronaldo-souza,2017-04-15,1,8.0,27,8,0.43063856558666247,0.09523809523809523,Grappling,26.0,72.0,185.5,73.5,ronaldo-souza,26,10,0.4708222811671088,0.10655737704918032,Grappling,35.0,73.0,186.0,72.0
11376,robert-whittaker,stephen-thompson,2014-02-22,0,11.0,27,8,0.43063856558666247,0.09523809523809523,Grappling,23.0,72.0,185.5,73.5,stephen-thompson,17,8,0.4602649006622517,0.4166666666666667,Striking,30.0,72.0,171.0,75.0
11377,robert-whittaker,uriah-hall,2015-11-14,1,10.0,27,8,0.43063856558666247,0.09523809523809523,Grappling,24.0,72.0,185.5,73.5,uriah-hall,18,11,0.48582375478927203,0.3888888888888889,Striking,28.0,72.0,186.0,79.5
11378,robert-whittaker,yoeru-romero,2017-08-07,1,8.0,27,8,0.43063856558666247,0.09523809523809523,Grappling,26.0,72.0,185.5,73.5,yoeru-romero,13,5,0.49079320113314445,0.2898550724637681,Striking,38.0,72.0,185.0,73.5
11379,robert-whittaker,yoeru-romero,2018-09-06,1,7.0,27,8,0.43063856558666247,0.09523809523809523,Grappling,27.0,72.0,185.5,73.5,yoeru-romero,13,5,0.49079320113314445,0.2898550724637681,Striking,39.0,72.0,185.0,73.5
11385,roberto-traven,skott-beyker-0,1996-09-20,1,29.0,4,1,0.0,0.0,Grappling,25.0,74.0,214.0,0.0,skott-beyker-0,0,0,0.0,0.0,Grappling,-29.0,0.0,0.0,0.0
11404,rodrigo-nascimento-ferreira,tanner-boser,2022-09-17,1,3.0,11,3,0.47398843930635837,0.125,Grappling,28.0,74.0,264.0,80.0,tanner-boser,21,10,0.5270684371807968,0.0,Striking,29.0,74.0,217.0,75.5
11405,rodrigo-ruas,tony-frycklund,2002-06-22,0,23.0,0,0,0.0,0.0,Grappling,22.0,0.0,181.0,0.0,tony-frycklund,11,4,0.0,0.0,Grappling,29.0,72.0,181.0,0.0
11408,roger-gracie,tim-kennedy,2013-06-07,0,12.0,6,2,0.41379310344827586,0.0,Striking,29.0,76.0,186.0,79.0,tim-kennedy,18,6,0.4785714285714286,0.0,Striking,31.0,71.0,186.0,74.0
11414,roger-zapata,shinsho-anzai,2015-09-27,0,10.0,4,3,0.5185185185185185,0.0,Striking,27.0,71.0,171.0,74.0,shinsho-anzai,10,2,0.5824175824175825,0.16,Striking,27.0,67.0,171.0,70.5
11424,roland-delorme,ulka-sasaki,2014-08-23,0,11.0,9,4,0.4424778761061947,0.0,Striking,28.0,69.0,136.0,71.0,ulka-sasaki,20,6,0.41369047619047616,0.43333333333333335,Grappling,22.0,71.0,125.5,71.0
11427,rolando-bedoya,song-kenan,2023-08-26,0,2.0,14,4,0.4924924924924925,0.0,Striking,25.0,71.0,163.6,74.0,song-kenan,22,9,0.46990291262135925,0.0,Striking,32.0,72.0,170.0,71.5
11432,rolando-dy,shane-young,2018-06-23,0,7.0,9,6,0.3765586034912718,0.2,Striking,25.0,68.0,146.0,69.5,shane-young,13,8,0.40720524017467247,0.125,Striking,23.0,68.0,145.5,72.5
11433,rolando-dy,teruto-ishihara,2017-09-22,0,8.0,9,6,0.3765586034912718,0.2,Striking,24.0,68.0,146.0,69.5,teruto-ishihara,11,6,0.44696969696969696,0.16666666666666666,Striking,23.0,67.0,136.0,69.0
11434,rolando-dy,wuliji-buren,2017-11-25,1,8.0,9,6,0.3765586034912718,0.2,Striking,24.0,68.0,146.0,69.5,wuliji-buren,10,8,0.4258064516129032,0.2857142857142857,Striking,26.0,69.0,135.5,69.0
11448,roman-dolidze,trevin-giles,2021-03-20,0,4.0,14,3,0.42967032967032964,0.34615384615384615,Striking,32.0,74.0,185.5,76.0,trevin-giles,16,7,0.5441340782122905,0.22727272727272727,Striking,28.0,72.0,170.0,74.0
11463,ron-stallings,uriah-hall,2015-01-18,0,10.0,13,8,0.6086956521739131,0.0,Striking,30.0,72.0,184.0,75.0,uriah-hall,18,11,0.48582375478927203,0.3888888888888889,Striking,28.0,72.0,186.0,79.5
11464,ron-van-clief,royce-gracie,1994-12-16,0,30.0,0,0,0.0,0.0,Grappling,50.0,0.0,0.0,0.0,royce-gracie,13,2,0.0,0.0,Grappling,26.0,73.0,175.0,0.0
11467,ron-waterman,satoshi-honma,2000-04-14,1,25.0,16,6,0.5,0.0,Striking,32.0,74.0,260.0,0.0,satoshi-honma,0,0,0.0,0.0,Grappling,30.0,0.0,0.0,0.0
11478,ronaldo-souza,tim-boetsch,2017-12-02,1,8.0,26,10,0.4708222811671088,0.10655737704918032,Grappling,35.0,73.0,186.0,72.0,tim-boetsch,21,13,0.0,0.0,Grappling,34.0,72.0,185.0,74.0
11479,ronaldo-souza,vitor-belfort,2016-05-14,1,9.0,26,10,0.4708222811671088,0.10655737704918032,Grappling,34.0,73.0,186.0,72.0,vitor-belfort,26,14,0.0,0.0,Grappling,37.0,72.0,184.0,74.0
11480,ronaldo-souza,yoeru-romero,2015-12-12,0,9.0,26,10,0.4708222811671088,0.10655737704918032,Grappling,34.0,73.0,186.0,72.0,yoeru-romero,13,5,0.49079320113314445,0.2898550724637681,Striking,37.0,72.0,185.0,73.5
11481,ronaldo-souza,yushin-okami,2013-04-09,1,12.0,26,10,0.4708222811671088,0.10655737704918032,Grappling,31.0,73.0,186.0,72.0,yushin-okami,34,13,0.0,0.0,Grappling,29.0,74.0,170.0,75.0
11484,ronnie-lawrence,saidyokub-kakhramonov,2022-09-07,0,3.0,8,2,0.5641891891891891,0.4,Striking,28.0,68.0,136.0,68.5,saidyokub-kakhramonov,10,3,0.512987012987013,0.05714285714285714,Striking,24.0,68.0,136.0,69.0
11485,ronnie-lawrence,vince-cachero,2021-02-27,1,4.0,8,2,0.5641891891891891,0.4,Striking,27.0,68.0,136.0,68.5,vince-cachero,7,4,0.4595959595959596,0.0,Striking,29.0,66.0,135.5,68.0
11489,ronny-markes,thiago-santos,2014-03-23,0,11.0,14,3,0.0,0.0,Grappling,-11.0,190.0,0.0,75.0,thiago-santos,22,11,0.48156182212581344,0.11904761904761904,Striking,28.0,74.0,206.0,76.0
11490,ronny-markes,yoeru-romero,2013-06-11,0,12.0,14,3,0.0,0.0,Grappling,-12.0,190.0,0.0,75.0,yoeru-romero,13,5,0.49079320113314445,0.2898550724637681,Striking,34.0,72.0,185.0,73.5
11497,ronta-raushi,sara-mcmann,2014-02-22,1,11.0,12,2,0.5263157894736842,0.42105263157894735,Striking,25.0,66.0,135.0,68.0,sara-mcmann,13,6,0.4632768361581921,0.0,Grappling,31.0,66.0,135.0,66.0
11507,roosevelt-roberts,rutohito-kurain,2024-09-28,0,1.0,12,6,0.43902439024390244,0.0,Grappling,29.0,74.0,165.0,73.0,rutohito-kurain,23,4,0.5458768873403019,0.14814814814814814,Striking,28.0,67.0,169.8,72.5
11519,rory-macdonald,stephen-thompson,2016-06-18,0,9.0,18,4,0.0,0.0,Grappling,24.0,72.0,170.5,76.0,stephen-thompson,17,8,0.4602649006622517,0.4166666666666667,Striking,32.0,72.0,171.0,75.0
11520,rory-macdonald,tarec-saffiedine,2014-04-10,1,11.0,18,4,0.0,0.0,Grappling,22.0,72.0,170.5,76.0,tarec-saffiedine,16,7,0.47987773815588386,0.18181818181818182,Striking,25.0,70.0,170.0,70.0
11521,rory-macdonald,tyron-woodley,2014-06-14,1,11.0,18,4,0.0,0.0,Grappling,22.0,72.0,170.5,76.0,tyron-woodley,19,7,0.48699132755170116,0.09090909090909091,Striking,30.0,69.0,171.0,74.0
11527,rory-singer,yushin-okami,2006-12-30,0,18.0,12,7,0.0,0.0,Grappling,29.0,74.0,186.0,0.0,yushin-okami,34,13,0.0,0.0,Grappling,23.0,74.0,170.0,75.0
11541,rose-namajunas,tecia-pennington,2016-04-16,1,9.0,14,7,0.4208510638297872,0.3137254901960784,Striking,23.0,65.0,125.0,65.0,tecia-pennington,14,7,0.4799324038867765,0.1111111111111111,Striking,26.0,61.0,115.0,60.5
11542,rose-namajunas,tracy-cortez,2024-07-13,1,1.0,14,7,0.4208510638297872,0.3137254901960784,Striking,31.0,65.0,125.0,65.0,tracy-cortez,11,2,0.47767857142857145,0.0,Striking,30.0,65.0,126.0,65.5
11543,rose-namajunas,weili-zhang,2021-06-11,1,4.0,14,7,0.4208510638297872,0.3137254901960784,Striking,28.0,65.0,125.0,65.0,weili-zhang,25,3,0.5348542458808618,0.018518518518518517,Striking,31.0,64.0,115.0,63.0
11544,rose-namajunas,weili-zhang,2021-04-24,1,4.0,14,7,0.4208510638297872,0.3137254901960784,Striking,28.0,65.0,125.0,65.0,weili-zhang,25,3,0.5348542458808618,0.018518518518518517,Striking,31.0,64.0,115.0,63.0
11567,ross-pearson,ryan-couture,2013-06-04,0,12.0,22,16,0.0,0.0,Grappling,26.0,68.0,155.3,69.0,ryan-couture,6,3,0.31896551724137934,0.0,Striking,28.0,70.0,156.0,75.0
11568,ross-pearson,sam-stout,2015-03-14,1,10.0,22,16,0.0,0.0,Grappling,28.0,68.0,155.3,69.0,sam-stout,21,12,0.0,0.0,Grappling,29.0,69.0,155.0,70.0
11569,ross-pearson,spencer-fisher,2011-02-26,1,14.0,22,16,0.0,0.0,Grappling,24.0,68.0,155.3,69.0,spencer-fisher,25,9,0.0,0.0,Grappling,33.0,67.0,156.0,68.0
11570,ross-pearson,stevie-ray,2016-11-19,0,9.0,22,16,0.0,0.0,Grappling,29.0,68.0,155.3,69.0,stevie-ray,23,9,0.4494494494494494,0.38461538461538464,Striking,24.0,70.0,156.0,70.0
11571,ross-pearson,will-brooks,2016-08-07,0,9.0,22,16,0.0,0.0,Grappling,29.0,68.0,155.3,69.0,will-brooks,18,4,0.5904191616766467,0.22580645161290322,Striking,27.0,70.0,156.0,72.0
11572,rostam-akman,sergey-khandozhko,2019-01-06,0,6.0,0,2,0.2571428571428571,0.4,Grappling,25.0,70.0,171.0,72.0,sergey-khandozhko,28,6,0.4123076923076923,0.14285714285714285,Striking,25.0,73.0,169.5,74.0
11584,rousimar-palhares,tomasz-drwal,2010-03-27,1,15.0,24,5,0.0,0.0,Grappling,-15.0,171.0,0.0,71.0,tomasz-drwal,17,4,0.0,0.0,Grappling,26.0,72.0,186.0,76.0
11593,roxanne-modafferi,sijara-eubanks,2018-03-11,0,7.0,25,21,0.3065626434144103,0.03896103896103896,Striking,33.0,67.0,126.0,69.0,sijara-eubanks,8,7,0.4323111443530292,0.05263157894736842,Striking,31.0,64.0,142.8,67.0
11594,roxanne-modafferi,taila-santos,2021-09-25,0,4.0,25,21,0.3065626434144103,0.03896103896103896,Striking,36.0,67.0,126.0,69.0,taila-santos,19,3,0.4804733727810651,0.047619047619047616,Striking,26.0,66.0,133.2,68.0
11595,roxanne-modafferi,viviane-araujo,2021-01-20,0,4.0,25,21,0.3065626434144103,0.03896103896103896,Striking,36.0,67.0,126.0,69.0,viviane-araujo,13,6,0.47619047619047616,0.09433962264150944,Striking,34.0,64.0,125.6,68.0
11612,roy-nelson,stefan-struve,2010-03-31,1,15.0,23,14,0.0,0.0,Grappling,31.0,72.0,262.0,72.0,stefan-struve,33,13,0.0,0.0,Grappling,20.0,84.0,265.0,84.5
11613,roy-nelson,stipe-miocic,2013-06-15,0,12.0,23,14,0.0,0.0,Grappling,34.0,72.0,262.0,72.0,stipe-miocic,20,5,0.5272251308900524,0.3287671232876712,Striking,30.0,77.0,248.6,80.0
11629,royston-wee,yao-zhikui,2014-08-23,1,11.0,4,1,0.6027397260273972,0.0,Striking,25.0,67.0,137.0,67.0,yao-zhikui,2,5,0.21639344262295082,0.0,Striking,21.0,64.0,126.0,64.0
11632,ruan-potts,soa-palelei,2014-10-05,0,11.0,8,4,0.37777777777777777,0.0,Striking,34.0,74.0,253.0,75.0,soa-palelei,22,5,0.0,0.0,Grappling,34.0,76.0,264.0,81.0
11649,ruku-rotsukuhoruto,tim-boetsch,2014-04-26,1,11.0,16,6,0.49554655870445347,0.20833333333333334,Striking,27.0,75.0,185.5,77.0,tim-boetsch,21,13,0.0,0.0,Grappling,31.0,72.0,185.0,74.0
11650,ruku-rotsukuhoruto,vitor-belfort,2013-05-18,0,12.0,16,6,0.49554655870445347,0.20833333333333334,Striking,26.0,75.0,185.5,77.0,vitor-belfort,26,14,0.0,0.0,Grappling,34.0,72.0,184.0,74.0
11651,ruku-rotsukuhoruto,yoeru-romero,2018-10-02,0,7.0,16,6,0.49554655870445347,0.20833333333333334,Striking,31.0,75.0,185.5,77.0,yoeru-romero,13,5,0.49079320113314445,0.2898550724637681,Striking,39.0,72.0,185.0,73.5
11653,ruslan-magomedov,shawn-jordan,2015-03-10,1,10.0,14,1,0.47883597883597884,1.0,Grappling,26.0,75.0,236.0,78.0,shawn-jordan,18,7,0.5098389982110912,0.0,Striking,28.0,72.0,265.0,75.0
11654,ruslan-magomedov,viktor-pesta,2014-05-31,1,11.0,14,1,0.47883597883597884,1.0,Grappling,25.0,75.0,236.0,78.0,viktor-pesta,10,4,0.3640552995391705,0.0,Striking,21.0,76.0,239.0,77.0
11662,russell-doane,yuri-alcantara,2014-09-13,0,11.0,15,8,0.408955223880597,0.4583333333333333,Grappling,25.0,67.0,136.0,70.5,yuri-alcantara,35,10,0.0,0.0,Grappling,31.0,69.0,136.0,71.0
11672,rustam-khabilov,sergey-khandozhko,2019-09-11,1,6.0,24,4,0.3431174089068826,0.32407407407407407,Striking,30.0,68.0,171.0,73.0,sergey-khandozhko,28,6,0.4123076923076923,0.14285714285714285,Striking,25.0,73.0,169.5,74.0
11673,rustam-khabilov,vinc-pichel,2012-12-15,1,12.0,24,4,0.3431174089068826,0.32407407407407407,Striking,24.0,68.0,171.0,73.0,vinc-pichel,14,4,0.46564885496183206,0.3695652173913043,Striking,29.0,70.0,166.6,72.0
11674,rustam-khabilov,yancy-medeiros,2013-04-27,1,12.0,24,4,0.3431174089068826,0.32407407407407407,Striking,24.0,68.0,171.0,73.0,yancy-medeiros,15,8,0.373134328358209,0.16666666666666666,Striking,23.0,70.0,155.5,75.5
11682,rutohito-kurain,shane-young,2020-09-26,1,5.0,23,4,0.5458768873403019,0.14814814814814814,Striking,24.0,67.0,169.8,72.5,shane-young,13,8,0.40720524017467247,0.125,Striking,25.0,68.0,145.5,72.5
11683,rutohito-kurain,thiago-moises,2024-08-06,1,1.0,23,4,0.5458768873403019,0.14814814814814814,Striking,28.0,67.0,169.8,72.5,thiago-moises,19,8,0.4194194194194194,0.0,Striking,28.0,69.0,155.5,70.5
11701,ryan-bader,tito-ortiz,2011-02-07,0,14.0,22,5,0.0,0.0,Grappling,26.0,74.0,204.0,74.0,tito-ortiz,0,0,0.0,0.0,Grappling,34.0,75.0,204.0,0.0
11702,ryan-bader,vinny-magalhaes,2008-12-13,1,16.0,22,5,0.0,0.0,Grappling,24.0,74.0,204.0,74.0,vinny-magalhaes,11,7,0.2448377581120944,0.0,Striking,23.0,75.0,205.0,79.0
11703,ryan-bader,vladimir-matyushenko,2013-01-26,1,12.0,22,5,0.0,0.0,Grappling,28.0,74.0,204.0,74.0,vladimir-matyushenko,26,7,0.0,0.0,Grappling,40.0,72.0,205.0,0.0
11709,ryan-benoit,sergio-pettis,2015-03-14,1,10.0,10,8,0.391304347826087,0.1111111111111111,Striking,23.0,65.0,126.0,68.5,sergio-pettis,18,5,0.3743144424131627,0.36666666666666664,Striking,19.0,66.0,124.0,69.0
11710,ryan-benoit,tim-elliott,2020-07-15,0,5.0,10,8,0.391304347826087,0.1111111111111111,Striking,28.0,65.0,126.0,68.5,tim-elliott,21,13,0.4491891891891892,0.27906976744186046,Striking,33.0,67.0,136.0,66.0
11711,ryan-benoit,zarrukh-adashev,2021-07-31,0,4.0,10,8,0.391304347826087,0.1111111111111111,Striking,29.0,65.0,126.0,68.5,zarrukh-adashev,4,4,0.40350877192982454,0.0,Striking,26.0,65.0,125.5,65.0
11728,ryan-jensen,steve-steinbeiss,2009-09-15,1,16.0,16,7,0.0,0.0,Grappling,29.0,73.0,185.0,0.0,steve-steinbeiss,4,4,0.0,0.0,Grappling,26.0,75.0,185.0,0.0
11729,ryan-jensen,thales-leites,2007-08-25,1,18.0,16,7,0.0,0.0,Grappling,27.0,73.0,185.0,0.0,thales-leites,27,9,0.0,0.0,Grappling,23.0,73.0,185.9,78.0
11730,ryan-jensen,wilson-gouveia,2008-09-16,0,17.0,16,7,0.0,0.0,Grappling,28.0,73.0,185.0,0.0,wilson-gouveia,12,7,0.0,0.0,Grappling,27.0,73.0,193.0,0.0
11737,ryan-jimmo,sean-oconnell,2014-04-16,1,11.0,19,5,0.6613418530351438,0.0,Striking,30.0,74.0,206.0,73.0,sean-oconnell,17,9,0.48717948717948717,0.0,Striking,28.0,73.0,205.6,74.0
11747,ryan-laflare,santiago-ponzinibbio,2013-09-11,1,12.0,13,3,0.40131578947368424,0.44680851063829785,Grappling,27.0,73.0,171.0,74.0,santiago-ponzinibbio,31,8,0.41459502806736165,0.16,Striking,26.0,72.0,171.0,73.0
11750,ryan-madigan,tamdan-mccrory,2009-06-03,0,16.0,5,1,0.0,0.0,Grappling,-16.0,169.0,0.0,0.0,tamdan-mccrory,14,5,0.0,0.0,Grappling,20.0,76.0,185.0,78.0
11751,ryan-mcgilivray,shamar-bailey,2011-04-06,0,14.0,11,5,0.0,0.0,Grappling,22.0,71.0,169.0,0.0,shamar-bailey,12,5,0.0,0.0,Grappling,26.0,69.0,158.0,0.0
11764,ryan-spann,sam-alvey,2020-09-05,1,5.0,22,10,0.40649149922720246,0.0,Striking,28.0,77.0,225.3,79.0,sam-alvey,33,18,0.44509688784497947,0.14285714285714285,Striking,32.0,74.0,186.0,75.5
11770,ryo-chonan,tj-grant,2009-04-18,1,16.0,15,10,0.0,0.0,Grappling,30.0,69.0,171.0,0.0,tj-grant,21,5,0.0,0.0,Grappling,23.0,71.0,155.0,0.0
11776,sabina-mazo,shana-dobson,2019-08-17,1,6.0,9,4,0.43735408560311284,0.0,Grappling,20.0,67.0,125.5,70.0,shana-dobson,4,5,0.37894736842105264,0.16666666666666666,Striking,28.0,66.0,126.0,69.0
11784,sage-northcutt,thibault-gouti,2018-02-18,1,7.0,11,2,0.5235294117647059,0.34615384615384615,Striking,20.0,72.0,170.0,71.5,thibault-gouti,12,5,0.3448275862068966,0.8,Grappling,29.0,70.0,155.5,72.5
11785,sage-northcutt,zak-ottow,2018-07-14,1,7.0,11,2,0.5235294117647059,0.34615384615384615,Striking,20.0,72.0,170.0,71.5,zak-ottow,17,7,0.3684210526315789,0.17647058823529413,Striking,29.0,71.0,171.0,72.0
11788,saha-homashi,tim-means,2016-08-20,0,9.0,11,8,0.48484848484848486,0.5,Grappling,25.0,72.0,171.0,72.0,tim-means,33,17,0.49090296495956875,0.14545454545454545,Striking,31.0,74.0,185.0,75.0
11795,said-nurmagomedov,saidyokub-kakhramonov,2022-12-17,1,2.0,18,3,0.4781818181818182,0.03333333333333333,Striking,30.0,68.0,135.0,70.0,saidyokub-kakhramonov,10,3,0.512987012987013,0.05714285714285714,Striking,25.0,68.0,136.0,69.0
11798,saidyokub-kakhramonov,trevin-jones,2021-08-21,1,4.0,10,3,0.512987012987013,0.05714285714285714,Striking,23.0,68.0,136.0,69.0,trevin-jones,13,10,0.3710843373493976,0.1,Striking,28.0,67.0,135.0,70.0
11803,saiid-khosseyni-2,tedd-williams,2000-10-03,0,25.0,0,0,0.0,0.0,Grappling,-25.0,0.0,0.0,0.0,tedd-williams,0,0,0.0,0.0,Grappling,28.0,0.0,0.0,0.0
11806,saiid-khosseyni-4,tomas-ramirez-0,1999-05-03,1,26.0,0,0,0.0,0.0,Grappling,-26.0,0.0,0.0,0.0,tomas-ramirez-0,0,0,0.0,0.0,Grappling,-26.0,0.0,0.0,0.0
11809,saimon-oliveira,tony-gravely,2022-01-23,0,3.0,18,5,0.4117647058823529,0.0,Striking,29.0,64.0,136.0,72.0,tony-gravely,23,9,0.4829329962073325,0.05813953488372093,Striking,28.0,65.0,136.0,69.0
11812,salim-touahri,warlley-alves,2017-10-21,0,8.0,10,4,0.46987951807228917,0.0,Striking,25.0,70.0,170.0,72.0,warlley-alves,15,8,0.48067393458870167,0.3076923076923077,Striking,25.0,71.0,185.0,72.0
11832,sam-alvey,thales-leites,2017-04-22,0,8.0,33,18,0.44509688784497947,0.14285714285714285,Striking,29.0,74.0,186.0,75.5,thales-leites,27,9,0.0,0.0,Grappling,33.0,73.0,185.9,78.0
11833,sam-alvey,tom-watson,2014-08-17,0,11.0,33,18,0.44509688784497947,0.14285714285714285,Striking,26.0,74.0,186.0,75.5,tom-watson,17,9,0.4434589800443459,0.0,Striking,29.0,73.0,185.0,73.0
11834,sam-alvey,wellington-turman,2021-08-28,0,4.0,33,18,0.44509688784497947,0.14285714285714285,Striking,33.0,74.0,186.0,75.5,wellington-turman,18,8,0.5123152709359606,0.08333333333333333,Grappling,23.0,72.0,171.0,72.0
11836,sam-fulton,scott-ferrozzo,1996-09-20,0,29.0,0,0,0.0,0.0,Grappling,-29.0,0.0,0.0,0.0,scott-ferrozzo,0,0,0.0,0.0,Grappling,29.0,0.0,0.0,0.0
11840,sam-hoger,stephan-bonnar,2005-05-08,0,20.0,6,3,0.0,0.0,Grappling,22.0,75.0,206.0,0.0,stephan-bonnar,17,8,0.0,0.0,Grappling,26.0,76.0,205.0,80.0
11842,sam-patterson,yanal-ashmoz,2023-03-18,0,2.0,12,2,0.3761467889908257,0.0,Striking,26.0,75.0,182.9,78.0,yanal-ashmoz,8,1,0.5,0.05,Striking,27.0,69.0,154.5,68.0
11843,sam-patterson,yohan-lainesse,2024-01-21,1,1.0,12,2,0.3761467889908257,0.0,Striking,27.0,75.0,182.9,78.0,yohan-lainesse,9,3,0.4127906976744186,0.2857142857142857,Striking,30.0,71.0,170.8,75.5
11853,sam-sicilia,yaotzin-meza,2015-07-15,1,10.0,15,8,0.33508541392904073,0.0,Striking,27.0,68.0,144.0,67.0,yaotzin-meza,21,11,0.41156462585034015,0.0,Striking,32.0,69.0,144.0,74.0
11869,sam-stout,spencer-fisher,2006-04-03,0,19.0,21,12,0.0,0.0,Grappling,20.0,69.0,155.0,70.0,spencer-fisher,25,9,0.0,0.0,Grappling,28.0,67.0,156.0,68.0
11870,sam-stout,spencer-fisher,2007-12-06,1,18.0,21,12,0.0,0.0,Grappling,21.0,69.0,155.0,70.0,spencer-fisher,25,9,0.0,0.0,Grappling,29.0,67.0,156.0,68.0
11871,sam-stout,spencer-fisher,2012-06-22,1,13.0,21,12,0.0,0.0,Grappling,26.0,69.0,155.0,70.0,spencer-fisher,25,9,0.0,0.0,Grappling,34.0,67.0,156.0,68.0
11872,sam-stout,terry-etim,2008-10-17,0,17.0,21,12,0.0,0.0,Grappling,22.0,69.0,155.0,70.0,terry-etim,15,5,0.0,0.0,Grappling,20.0,73.0,155.0,73.0
11873,sam-stout,thiago-tavares,2012-01-14,0,13.0,21,12,0.0,0.0,Grappling,26.0,69.0,155.0,70.0,thiago-tavares,24,7,0.0,0.0,Grappling,25.0,67.0,146.0,68.0
11874,sam-stout,yves-edwards,2011-11-06,0,14.0,21,12,0.0,0.0,Grappling,25.0,69.0,155.0,70.0,yves-edwards,42,22,0.0,0.0,Grappling,32.0,69.0,154.6,73.0
11883,samu-hiyusu,tecia-pennington,2020-12-13,0,4.0,9,6,0.4652777777777778,0.0,Striking,28.0,65.0,125.0,64.0,tecia-pennington,14,7,0.4799324038867765,0.1111111111111111,Striking,31.0,61.0,115.0,60.5
11884,samu-hiyusu,viktoriia-dudakova,2024-03-08,1,1.0,9,6,0.4652777777777778,0.0,Striking,31.0,65.0,125.0,64.0,viktoriia-dudakova,8,2,0.47878787878787876,0.03571428571428571,Striking,24.0,65.0,116.0,67.0
11885,samu-hiyusu,yazmin-jauregui,2024-02-25,0,1.0,9,6,0.4652777777777778,0.0,Striking,31.0,65.0,125.0,64.0,yazmin-jauregui,11,2,0.3944055944055944,0.0,Striking,24.0,63.0,126.0,64.0
11903,santiago-ponzinibbio,satsuku-kaminkusu,2016-06-08,1,9.0,31,8,0.41459502806736165,0.16,Striking,29.0,72.0,171.0,73.0,satsuku-kaminkusu,25,7,0.3586800573888092,0.28,Grappling,29.0,72.0,206.0,75.0
11904,santiago-ponzinibbio,sean-strickland,2015-02-22,1,10.0,31,8,0.41459502806736165,0.16,Striking,28.0,72.0,171.0,73.0,sean-strickland,29,6,0.42215874311365026,0.39285714285714285,Striking,23.0,73.0,185.0,76.0
11905,santiago-ponzinibbio,wendell-oliveira,2014-09-13,1,11.0,31,8,0.41459502806736165,0.16,Striking,27.0,72.0,171.0,73.0,wendell-oliveira,24,9,0.47619047619047616,0.0,Striking,29.0,70.0,170.0,72.0
11906,saparbeg-safarov,gian-villante,2016-10-12,0,9.0,9,3,0.4819277108433735,0.16666666666666666,Striking,27.0,73.0,201.6,78.0,gian-villante,17,14,0.4429616874730951,0.16666666666666666,Striking,28.0,75.0,260.6,76.0
11907,saparbeg-safarov,nicolae-negumereanu,2019-03-16,0,6.0,9,3,0.4819277108433735,0.16666666666666666,Striking,30.0,73.0,201.6,78.0,nicolae-negumereanu,13,2,0.4117647058823529,0.0,Grappling,22.0,72.5,206.0,78.0
