,Athlete_ID_x,Opponent_ID,Fight_Date,Fight_Result,Delta_Time,Wins_x,Losses_x,Significant_Strikes_Ratio_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Height_x,Weight_x,Reach_x,Athlete_ID_y,Wins_y,Losses_y,Significant_Strikes_Ratio_y,Takedowns_Ratio_y,Fighting_Category_y,Age_y,Height_y,Weight_y,Reach_y
0,Muhammad-Naimov,erik-silva,2024-02-25,1,1.0,11,3,0.4368131868131868,0.0,Striking,29.0,69.0,145.0,70.0,erik-silva,9,3,0.7021276595744681,0.6,Striking,35.0,69.0,146.0,71.0
1,Muhammad-Naimov,felipe-lima,2024-06-22,0,1.0,11,3,0.4368131868131868,0.0,Striking,29.0,69.0,145.0,70.0,felipe-lima,14,1,0.45098039215686275,0.14285714285714285,Striking,25.0,66.0,146.0,68.0
2,Muhammad-Naimov,jamie-mullarkey,2023-03-06,1,2.0,11,3,0.4368131868131868,0.0,Striking,28.0,69.0,145.0,70.0,jamie-mullarkey,17,8,0.46578140960163433,0.06382978723404255,Striking,27.0,72.0,171.9,74.0
3,Muhammad-Naimov,nathaniel-wood,2023-10-21,1,2.0,11,3,0.4368131868131868,0.0,Striking,28.0,69.0,145.0,70.0,nathaniel-wood,21,6,0.5135970333745364,0.0,Striking,29.0,66.0,154.8,69.0
4,aalon-cruz,uros-medic,2021-07-03,0,4.0,8,4,0.39067055393586003,0.0,Striking,29.0,72.0,155.0,78.0,uros-medic,10,3,0.6065573770491803,0.0,Striking,27.0,73.0,171.0,71.0
5,aaron-brink,andrei-arlovski,2000-11-17,0,25.0,8,3,0.0,0.0,Grappling,23.0,75.0,231.0,0.0,andrei-arlovski,34,24,0.4575910662057963,0.22580645161290322,Striking,20.0,75.0,245.0,77.0
6,aaron-phillips,gaston-bolanos,2023-04-15,0,2.0,12,5,0.5337837837837838,0.0,Striking,31.0,69.0,136.0,71.0,gaston-bolanos,8,4,0.508833922261484,0.0,Striking,30.0,67.0,135.5,69.0
7,aaron-phillips,jack-shore,2020-07-15,0,5.0,12,5,0.5337837837837838,0.0,Striking,28.0,69.0,136.0,71.0,jack-shore,17,3,0.5827814569536424,0.07547169811320754,Striking,24.0,68.0,145.5,71.0
8,aaron-phillips,matt-hobar,2014-08-23,0,11.0,12,5,0.5337837837837838,0.0,Striking,22.0,69.0,136.0,71.0,matt-hobar,9,3,0.42231075697211157,0.0,Striking,25.0,70.0,136.0,70.0
9,aaron-phillips,sam-sicilia,2014-05-24,0,11.0,12,5,0.5337837837837838,0.0,Striking,22.0,69.0,136.0,71.0,sam-sicilia,15,8,0.33508541392904073,0.0,Striking,26.0,68.0,144.0,67.0
10,aaron-riley,joe-brammer,2010-05-29,1,15.0,29,14,0.0,0.0,Grappling,26.0,68.0,156.0,0.0,joe-brammer,7,2,0.0,0.0,Grappling,24.0,68.0,156.0,0.0
11,aaron-riley,jorge-gurgel,2008-11-15,0,17.0,29,14,0.0,0.0,Grappling,24.0,68.0,156.0,0.0,jorge-gurgel,17,8,0.0,0.0,Grappling,29.0,69.0,155.0,0.0
12,aaron-riley,justin-salas,2013-07-27,0,12.0,29,14,0.0,0.0,Grappling,29.0,68.0,156.0,0.0,justin-salas,12,7,0.4322250639386189,0.0,Striking,29.0,68.0,155.5,70.0
13,aaron-riley,robbie-lawler,2002-10-05,0,23.0,29,14,0.0,0.0,Grappling,18.0,68.0,156.0,0.0,robbie-lawler,30,16,0.0,0.0,Grappling,18.0,71.0,170.5,74.0
14,aaron-riley,ross-pearson,2009-11-13,0,16.0,29,14,0.0,0.0,Grappling,25.0,68.0,156.0,0.0,ross-pearson,22,16,0.0,0.0,Grappling,22.0,68.0,155.3,69.0
15,aaron-riley,shane-nelson,2009-06-03,0,16.0,29,14,0.0,0.0,Grappling,25.0,68.0,156.0,0.0,shane-nelson,13,5,0.0,0.0,Grappling,22.0,69.0,156.0,0.0
16,aaron-riley,shane-nelson,2009-08-08,0,16.0,29,14,0.0,0.0,Grappling,25.0,68.0,156.0,0.0,shane-nelson,13,5,0.0,0.0,Grappling,22.0,69.0,156.0,0.0
17,aaron-riley,spencer-fisher,2006-01-15,0,19.0,29,14,0.0,0.0,Grappling,22.0,68.0,156.0,0.0,spencer-fisher,25,9,0.0,0.0,Grappling,28.0,67.0,156.0,68.0
18,aaron-riley,tony-ferguson,2011-09-24,0,14.0,29,14,0.0,0.0,Grappling,27.0,68.0,156.0,0.0,tony-ferguson,26,11,0.4585197934595525,0.3,Striking,26.0,71.0,179.0,76.5
19,aaron-rosa,james-te-huna,2012-02-03,0,13.0,17,5,0.0,0.0,Grappling,27.0,76.0,205.5,0.0,james-te-huna,18,9,0.0,0.0,Grappling,28.0,74.0,205.0,75.0
20,aaron-rosa,joey-beltran,2011-11-06,0,14.0,17,5,0.0,0.0,Grappling,26.0,76.0,205.5,0.0,joey-beltran,14,9,0.0,0.0,Grappling,27.0,73.0,205.0,75.0
21,aaron-rosa,matt-lucas,2011-12-11,1,13.0,17,5,0.0,0.0,Grappling,27.0,76.0,205.5,0.0,matt-lucas,14,3,0.48717948717948717,0.0,Striking,-13.0,203.0,0.0,0.0
22,aaron-simpson,brad-tavares,2011-02-07,1,14.0,11,4,0.0,0.0,Grappling,34.0,72.0,171.0,0.0,brad-tavares,20,11,0.4342363564978406,0.26666666666666666,Striking,22.0,73.0,201.0,74.0
23,aaron-simpson,chris-leben,2010-06-19,0,15.0,11,4,0.0,0.0,Grappling,33.0,72.0,171.0,0.0,chris-leben,22,11,0.0,0.0,Grappling,27.0,71.0,185.5,74.0
24,aaron-simpson,ed-herman,2009-08-29,0,16.0,11,4,0.0,0.0,Grappling,32.0,72.0,171.0,0.0,ed-herman,27,16,0.484251968503937,0.4507042253521127,Striking,26.0,74.0,206.0,77.0
25,aaron-simpson,eric-schafer,2011-08-10,1,14.0,11,4,0.0,0.0,Grappling,34.0,72.0,171.0,0.0,eric-schafer,14,7,0.0,0.0,Grappling,31.0,75.0,185.0,0.0
26,aaron-simpson,kenny-robertson,2012-11-07,1,13.0,11,4,0.0,0.0,Grappling,35.0,72.0,171.0,0.0,kenny-robertson,15,5,0.0,0.0,Grappling,26.0,70.0,170.5,74.0
27,aaron-simpson,mario-miranda,2011-03-26,1,14.0,11,4,0.0,0.0,Grappling,34.0,72.0,171.0,0.0,mario-miranda,12,3,0.0,0.0,Grappling,29.0,76.0,185.0,0.0
28,aaron-simpson,mark-munoz,2010-11-21,0,15.0,11,4,0.0,0.0,Grappling,33.0,72.0,171.0,0.0,mark-munoz,14,6,0.0,0.0,Grappling,30.0,72.0,186.0,72.0
29,aaron-simpson,mike-pierce,2012-05-10,0,13.0,11,4,0.0,0.0,Grappling,35.0,72.0,171.0,0.0,mike-pierce,17,7,0.0,0.0,Grappling,-13.0,170.5,0.0,70.0
30,aaron-simpson,ronny-markes,2012-02-15,0,13.0,11,4,0.0,0.0,Grappling,35.0,72.0,171.0,0.0,ronny-markes,14,3,0.0,0.0,Grappling,-13.0,190.0,0.0,75.0
31,aaron-simpson,tim-mckenzie,2009-01-04,0,16.0,11,4,0.0,0.0,Grappling,32.0,72.0,171.0,0.0,tim-mckenzie,12,6,0.5405405405405406,0.0,Striking,24.0,72.0,185.0,0.0
32,aaron-simpson,tom-lawlor,2010-11-01,1,15.0,11,4,0.0,0.0,Grappling,33.0,72.0,171.0,0.0,tom-lawlor,10,6,0.0,0.0,Grappling,25.0,72.0,204.5,74.0
33,aaron-wilkinson,cody-mckenzie,2010-05-12,0,15.0,6,4,0.0,0.0,Grappling,-15.0,155.0,0.0,0.0,cody-mckenzie,14,4,0.0,0.0,Grappling,20.0,72.0,155.0,72.0
34,abdul-kareem-al-selwady,loik-radzhabov,2024-02-03,0,1.0,15,4,0.34627831715210355,0.23076923076923078,Striking,28.0,68.0,155.0,69.0,loik-radzhabov,18,6,0.4444444444444444,0.4230769230769231,Striking,32.0,71.0,169.3,69.0
35,abdul-kerim-edilov,bojan-mihajlovic,2017-02-09,1,8.0,16,4,0.616,1.0,Grappling,23.0,74.0,204.0,78.0,bojan-mihajlovic,10,5,0.3561643835616438,0.0,Striking,35.0,71.0,205.0,73.0
36,abdul-razak-alhassan,alessio-di-chirico,2021-08-28,1,4.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,35.0,70.0,185.5,73.0,alessio-di-chirico,13,7,0.3972457627118644,0.32142857142857145,Striking,29.0,72.0,186.0,74.0
37,abdul-razak-alhassan,cesar-almeida,2025-11-01,0,-0.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,39.0,70.0,185.5,73.0,cesar-almeida,7,1,0.5860349127182045,0.0,Striking,36.0,73.0,185.5,74.0
38,abdul-razak-alhassan,charlie-ward,2016-11-19,1,9.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,30.0,70.0,185.5,73.0,charlie-ward,3,3,0.19230769230769232,0.0,Striking,33.0,71.0,169.0,73.0
39,abdul-razak-alhassan,claudio-ribeiro,2023-01-14,1,2.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,37.0,70.0,185.5,73.0,claudio-ribeiro,11,5,0.518918918918919,0.0,Striking,29.0,73.0,185.5,77.0
40,abdul-razak-alhassan,jacob-malkoun,2021-04-17,0,4.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,35.0,70.0,185.5,73.0,jacob-malkoun,8,3,0.5610766045548654,0.1917808219178082,Striking,24.0,69.0,198.4,73.0
41,abdul-razak-alhassan,joaquin-buckley,2022-02-19,0,3.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,36.0,70.0,185.5,73.0,joaquin-buckley,21,6,0.37258153676064126,0.16666666666666666,Striking,27.0,70.0,171.0,76.0
42,abdul-razak-alhassan,joe-pyfer,2023-07-10,0,2.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,37.0,70.0,185.5,73.0,joe-pyfer,13,3,0.4146868250539957,0.0,Striking,25.0,74.0,204.0,75.0
43,abdul-razak-alhassan,khaos-williams,2020-11-14,0,5.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,34.0,70.0,185.5,73.0,khaos-williams,15,3,0.3983208955223881,0.0,Striking,25.0,72.0,169.0,77.0
44,abdul-razak-alhassan,mounir-lazzez,2020-07-15,0,5.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,34.0,70.0,185.5,73.0,mounir-lazzez,11,3,0.5530973451327433,0.5714285714285714,Grappling,30.0,73.0,170.5,76.0
45,abdul-razak-alhassan,niko-price,2018-08-09,1,7.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,32.0,70.0,185.5,73.0,niko-price,16,8,0.4295371814872595,0.10810810810810811,Striking,28.0,72.0,185.0,76.0
46,abdul-razak-alhassan,omari-akhmedov,2017-05-28,0,8.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,31.0,70.0,185.5,73.0,omari-akhmedov,21,6,0.34383033419023135,0.27941176470588236,Striking,27.0,72.0,185.5,73.0
47,abdul-razak-alhassan,saha-homashi,2017-02-12,1,8.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,31.0,70.0,185.5,73.0,saha-homashi,11,8,0.48484848484848486,0.5,Grappling,26.0,72.0,171.0,72.0
48,abdul-razak-alhassan,saha-homashi,2018-01-21,1,7.0,12,7,0.49846625766871167,0.06666666666666667,Grappling,32.0,70.0,185.5,73.0,saha-homashi,11,8,0.48484848484848486,0.5,Grappling,27.0,72.0,171.0,72.0
49,abel-trujillo,gleison-tibau,2015-07-11,0,10.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,29.0,68.0,155.5,70.0,gleison-tibau,40,14,0.0,0.0,Grappling,29.0,69.0,155.2,71.0
50,abel-trujillo,james-vick,2017-05-02,0,8.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,31.0,68.0,155.5,70.0,james-vick,13,5,0.3983122362869198,0.3333333333333333,Striking,28.0,75.0,170.5,76.0
51,abel-trujillo,jamie-varner,2014-01-02,1,11.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,28.0,68.0,155.5,70.0,jamie-varner,21,11,0.0,0.0,Grappling,27.0,68.0,156.0,72.0
52,abel-trujillo,john-makdessi,2017-12-16,0,7.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,32.0,68.0,155.5,70.0,john-makdessi,18,9,0.49814126394052044,0.0,Striking,31.0,68.0,154.5,68.0
53,abel-trujillo,jordan-rinaldi,2016-05-29,1,9.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,30.0,68.0,155.5,70.0,jordan-rinaldi,14,7,0.3521739130434783,0.14285714285714285,Striking,26.0,70.0,145.0,72.0
54,abel-trujillo,khabib-nurmagomedov,2013-05-25,0,12.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,27.0,68.0,155.5,70.0,khabib-nurmagomedov,29,0,0.48822714681440443,0.3858267716535433,Striking,22.0,70.0,155.0,70.0
55,abel-trujillo,marcus-levesseur,2012-08-12,1,13.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,26.0,68.0,155.5,70.0,marcus-levesseur,22,7,0.6448598130841121,0.0,Striking,27.0,69.0,155.4,0.0
56,abel-trujillo,roger-bowling,2013-12-14,1,11.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,28.0,68.0,155.5,70.0,roger-bowling,11,5,0.47237076648841353,0.0,Striking,30.0,69.0,155.0,68.0
57,abel-trujillo,tony-ferguson,2014-06-12,0,11.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,28.0,68.0,155.5,70.0,tony-ferguson,26,11,0.4585197934595525,0.3,Striking,29.0,71.0,179.0,76.5
58,abel-trujillo,tony-sims,2016-02-01,1,9.0,15,8,0.4123867069486405,0.45454545454545453,Grappling,30.0,68.0,155.5,70.0,tony-sims,12,4,0.6333333333333333,0.0,Striking,28.0,71.0,156.0,70.0
59,abner-lloveras,kurisu-kuretsutsuemaka,2015-11-12,0,10.0,19,8,0.4973544973544973,0.0,Striking,30.0,71.0,155.0,0.0,kurisu-kuretsutsuemaka,15,5,0.5708860759493671,0.0,Grappling,27.0,68.0,156.0,68.0
60,abner-lloveras-3,tor-troeng,2013-06-04,0,12.0,4,1,0.4230769230769231,0.0,Striking,25.0,74.0,184.0,0.0,tor-troeng,16,7,0.4666666666666667,0.0,Striking,28.0,74.0,185.0,77.0
61,abu-azaitar,marc-andre-barriault,2021-03-27,0,4.0,14,4,0.434878587196468,0.125,Striking,34.0,69.0,186.0,76.0,marc-andre-barriault,16,9,0.47710976282404854,0.125,Striking,30.0,73.0,185.0,74.0
62,abu-azaitar,sedriques-dumas,2023-10-21,0,2.0,14,4,0.434878587196468,0.125,Striking,36.0,69.0,186.0,76.0,sedriques-dumas,10,2,0.4880952380952381,0.0,Striking,26.0,74.0,185.0,79.0
63,abubakar-nurmagomedov,elizeu-dos-santos,2023-03-06,0,2.0,17,4,0.532,0.05555555555555555,Striking,31.0,71.0,170.0,72.0,elizeu-dos-santos,25,8,0.4196969696969697,0.046511627906976744,Striking,35.0,71.0,171.0,73.0
64,abubakar-nurmagomedov,gadzhi-omargadzhiev,2022-10-22,1,3.0,17,4,0.532,0.05555555555555555,Striking,30.0,71.0,170.0,72.0,gadzhi-omargadzhiev,13,2,0.39473684210526316,0.1,Striking,27.0,73.0,171.0,71.5
65,abubakar-nurmagomedov,jared-gooden,2021-03-27,1,4.0,17,4,0.532,0.05555555555555555,Striking,29.0,71.0,170.0,72.0,jared-gooden,23,10,0.48787061994609165,0.18181818181818182,Striking,27.0,72.0,172.5,77.0
66,abus-magomedov,brunno-ferreira,2024-10-26,1,1.0,27,6,0.44025157232704404,0.0,Striking,33.0,74.0,185.0,78.0,brunno-ferreira,12,2,0.5,0.0,Grappling,30.0,70.0,185.5,72.0
67,abus-magomedov,caio-borralho,2023-04-11,0,2.0,27,6,0.44025157232704404,0.0,Striking,32.0,74.0,185.0,78.0,caio-borralho,17,1,0.600864553314121,0.05,Striking,30.0,73.5,186.0,75.0
68,abus-magomedov,dustin-stoltzfus,2022-03-09,1,3.0,27,6,0.44025157232704404,0.0,Striking,31.0,74.0,185.0,78.0,dustin-stoltzfus,16,6,0.4479338842975207,0.13793103448275862,Striking,29.0,72.0,185.5,75.0
69,abus-magomedov,sean-strickland,2023-01-07,0,2.0,27,6,0.44025157232704404,0.0,Striking,32.0,74.0,185.0,78.0,sean-strickland,29,6,0.42215874311365026,0.39285714285714285,Striking,31.0,73.0,185.0,76.0
70,abus-magomedov,warlley-alves,2024-05-18,1,1.0,27,6,0.44025157232704404,0.0,Striking,33.0,74.0,185.0,78.0,warlley-alves,15,8,0.48067393458870167,0.3076923076923077,Striking,32.0,71.0,185.0,72.0
71,adam-fugitt,josh-quinlan,2024-06-15,1,1.0,10,4,0.45910290237467016,0.058823529411764705,Striking,33.0,73.0,170.8,77.0,josh-quinlan,6,3,0.42245989304812837,0.0,Grappling,30.0,72.0,187.0,72.0
72,adam-fugitt,michael-morales,2022-07-30,0,3.0,10,4,0.45910290237467016,0.058823529411764705,Striking,31.0,73.0,170.8,77.0,michael-morales,17,0,0.48484848484848486,0.0,Striking,22.0,72.0,171.0,79.0
73,adam-fugitt,mike-malott,2023-10-06,0,2.0,10,4,0.45910290237467016,0.058823529411764705,Striking,32.0,73.0,170.8,77.0,mike-malott,11,2,0.4654471544715447,0.0,Striking,30.0,73.0,170.5,73.0
74,adam-fugitt,yusaku-kinoshita,2023-05-02,1,2.0,10,4,0.45910290237467016,0.058823529411764705,Striking,32.0,73.0,170.8,77.0,yusaku-kinoshita,6,3,0.5,0.0,Striking,21.0,72.0,184.4,71.5
75,adam-milstead,chris-de-la-rocha,2016-05-29,1,9.0,8,3,0.46863468634686345,0.0,Striking,26.0,75.0,204.0,76.0,chris-de-la-rocha,5,3,0.45660377358490567,0.23076923076923078,Striking,35.0,75.0,253.0,80.0
76,adam-milstead,curtis-blaydes,2017-05-02,0,8.0,8,3,0.46863468634686345,0.0,Striking,27.0,75.0,204.0,76.0,curtis-blaydes,18,5,0.5012987012987012,0.28448275862068967,Striking,25.0,76.0,256.0,80.0
77,adam-milstead,jordan-johnson,2018-03-03,0,7.0,8,3,0.46863468634686345,0.0,Striking,28.0,75.0,204.0,76.0,jordan-johnson,10,0,0.4768392370572207,0.3076923076923077,Striking,27.0,74.0,186.0,79.0
78,adam-milstead,mike-rodriguez,2018-12-15,0,6.0,8,3,0.46863468634686345,0.0,Striking,29.0,75.0,204.0,76.0,mike-rodriguez,11,7,0.5382113821138211,0.0,Striking,28.0,76.0,202.0,82.5
79,adam-wieczorek,anthony-hamilton,2017-11-18,1,8.0,10,2,0.3875,0.0,Striking,23.0,77.0,232.2,81.0,anthony-hamilton,15,9,0.656,0.4230769230769231,Striking,35.0,77.0,261.0,76.0
80,adam-wieczorek,arjan-singh-bhullar,2018-04-14,1,7.0,10,2,0.3875,0.0,Striking,24.0,77.0,232.2,81.0,arjan-singh-bhullar,9,1,0.5654205607476636,0.375,Striking,30.0,73.0,244.0,75.5
81,adam-wieczorek,marcos-rogerio-de-lima,2018-03-11,0,7.0,10,2,0.3875,0.0,Striking,24.0,77.0,232.2,81.0,marcos-rogerio-de-lima,22,10,0.5759577278731837,0.0,Striking,32.0,73.0,261.0,75.0
82,adam-yandiev,jordan-johnson,2018-09-15,0,7.0,9,1,0.08333333333333333,0.0,Striking,27.0,69.0,184.0,74.0,jordan-johnson,10,0,0.4768392370572207,0.3076923076923077,Striking,27.0,74.0,186.0,79.0
83,adlan-amagov,chris-spang,2013-06-04,1,12.0,13,2,0.4779874213836478,0.0,Striking,24.0,74.0,171.0,0.0,chris-spang,5,2,0.08771929824561403,0.0,Striking,23.0,74.0,170.0,0.0
84,adlan-amagov,tj-waldburger,2013-10-19,1,12.0,13,2,0.4779874213836478,0.0,Striking,24.0,74.0,171.0,0.0,tj-waldburger,16,9,0.0,0.0,Grappling,23.0,71.0,171.0,75.0
85,adrian-serrano,shonie-carter,2000-09-06,0,25.0,0,0,0.0,0.0,Grappling,34.0,0.0,0.0,0.0,shonie-carter,66,14,0.0,0.0,Grappling,26.0,69.0,171.0,0.0
86,adrian-yanez,daniel-marcos,2024-12-15,0,0.0,17,6,0.4165029469548134,0.0,Striking,31.0,67.0,136.0,70.0,daniel-marcos,17,0,0.5359712230215827,0.0,Striking,31.0,67.0,136.0,69.0
87,adrian-yanez,davey-grant,2021-11-20,1,4.0,17,6,0.4165029469548134,0.0,Striking,27.0,67.0,136.0,70.0,davey-grant,16,7,0.4407684098185699,0.1,Striking,34.0,68.0,136.0,69.0
88,adrian-yanez,gustavo-lopez,2021-03-20,1,4.0,17,6,0.4165029469548134,0.0,Striking,27.0,67.0,136.0,70.0,gustavo-lopez,12,6,0.40225563909774437,0.0,Striking,29.0,65.0,135.0,67.0
89,adrian-yanez,jonathan-martinez,2023-10-14,0,2.0,17,6,0.4165029469548134,0.0,Striking,29.0,67.0,136.0,70.0,jonathan-martinez,19,6,0.4958077138065959,0.07142857142857142,Striking,28.0,68.0,135.8,70.0
90,adrian-yanez,randy-costa,2021-07-24,1,4.0,17,6,0.4165029469548134,0.0,Striking,27.0,67.0,136.0,70.0,randy-costa,6,4,0.4627659574468085,0.0,Striking,24.0,69.0,135.0,73.0
91,adrian-yanez,rob-font,2023-08-04,0,2.0,17,6,0.4165029469548134,0.0,Striking,29.0,67.0,136.0,70.0,rob-font,21,8,0.45690587811034983,0.13157894736842105,Striking,35.0,68.0,135.5,71.5
92,adrian-yanez,tony-kelley,2022-06-18,1,3.0,17,6,0.4165029469548134,0.0,Striking,28.0,67.0,136.0,70.0,tony-kelley,8,3,0.4723320158102767,0.0,Striking,33.0,69.0,137.5,70.0
93,adrian-yanez,victor-rodriguez,2020-10-31,1,5.0,17,6,0.4165029469548134,0.0,Striking,26.0,67.0,136.0,70.0,victor-rodriguez,7,4,0.375,0.0,Striking,25.0,65.0,125.5,67.0
94,adrian-yanez,vinicius-salvador,2024-05-18,1,1.0,17,6,0.4165029469548134,0.0,Striking,30.0,67.0,136.0,70.0,vinicius-salvador,14,7,0.43258426966292135,0.1111111111111111,Grappling,27.0,67.0,136.0,70.5
95,adriano-martins,daron-cruickshank,2013-09-11,1,12.0,28,9,0.3869047619047619,0.8,Grappling,28.0,69.0,156.0,72.0,daron-cruickshank,16,8,0.3806193806193806,0.0,Striking,26.0,68.0,155.0,72.0
96,adriano-martins,donald-cerrone,2014-01-25,0,11.0,28,9,0.3869047619047619,0.8,Grappling,29.0,69.0,156.0,72.0,donald-cerrone,36,17,0.46584699453551914,0.1834862385321101,Striking,29.0,73.0,170.5,73.0
97,adriano-martins,islam-makhachev,2015-03-10,1,10.0,28,9,0.3869047619047619,0.8,Grappling,30.0,69.0,156.0,72.0,islam-makhachev,27,1,0.5886157826649417,0.18840579710144928,Grappling,23.0,70.0,154.5,70.5
98,adriano-martins,juan-puig,2014-06-07,1,11.0,28,9,0.3869047619047619,0.8,Grappling,29.0,69.0,156.0,72.0,juan-puig,11,4,0.23636363636363636,0.0,Striking,23.0,69.0,145.6,72.0
99,adriano-martins,kajan-johnson,2017-09-09,0,8.0,28,9,0.3869047619047619,0.8,Grappling,32.0,69.0,156.0,72.0,kajan-johnson,23,14,0.4294234592445328,0.375,Striking,31.0,71.0,155.0,75.5
100,adriano-martins,leonardo-santos,2016-08-10,0,9.0,28,9,0.3869047619047619,0.8,Grappling,31.0,69.0,156.0,72.0,leonardo-santos,18,7,0.4686192468619247,0.18518518518518517,Grappling,34.0,72.0,156.0,75.0
101,adriano-martins,rustam-khabilov,2015-02-22,1,10.0,28,9,0.3869047619047619,0.8,Grappling,30.0,69.0,156.0,72.0,rustam-khabilov,24,4,0.3431174089068826,0.32407407407407407,Striking,26.0,68.0,171.0,73.0
102,adriano-martins-0,nissen-osternek-0,1998-10-16,0,27.0,0,0,0.0,0.0,Grappling,-27.0,0.0,0.0,0.0,nissen-osternek-0,0,0,0.0,0.0,Grappling,-27.0,180.0,0.0,0.0
103,aiemann-zahabi,aoriqileng,2023-10-06,1,2.0,12,2,0.46077210460772106,0.0,Striking,35.0,68.0,135.5,68.5,aoriqileng,25,11,0.49754901960784315,0.26666666666666666,Striking,29.0,67.0,146.0,69.0
104,aiemann-zahabi,drako-rodriguez,2021-02-20,1,4.0,12,2,0.46077210460772106,0.0,Striking,33.0,68.0,135.5,68.5,drako-rodriguez,7,3,0.3631578947368421,0.0,Striking,23.0,68.0,136.0,69.5
105,aiemann-zahabi,javid-basharat,2024-02-03,1,1.0,12,2,0.46077210460772106,0.0,Striking,36.0,68.0,135.5,68.5,javid-basharat,14,1,0.5380774032459426,0.0,Striking,27.0,69.0,148.8,69.0
106,aiemann-zahabi,pedro-munhoz,2024-02-11,1,1.0,12,2,0.46077210460772106,0.0,Striking,36.0,68.0,135.5,68.5,pedro-munhoz,20,10,0.41926520531028094,0.14,Striking,37.0,66.0,135.0,64.5
107,aiemann-zahabi,reginaldo-vieira,2017-02-19,1,8.0,12,2,0.46077210460772106,0.0,Striking,29.0,68.0,135.5,68.5,reginaldo-vieira,14,5,0.4074074074074074,0.0,Striking,32.0,67.0,136.0,65.0
108,aiemann-zahabi,ricardo-ramos,2017-05-11,0,8.0,12,2,0.46077210460772106,0.0,Striking,29.0,68.0,135.5,68.5,ricardo-ramos,17,6,0.3609172482552343,0.1111111111111111,Grappling,21.0,69.0,145.5,72.0
109,aiemann-zahabi,ricky-turcios,2022-09-07,1,3.0,12,2,0.46077210460772106,0.0,Striking,34.0,68.0,135.5,68.5,ricky-turcios,13,5,0.4016477857878476,0.08,Striking,28.0,69.0,135.0,71.0
110,ailin-perez,ashlee-evans-smith,2023-07-15,1,2.0,12,2,0.5491606714628298,0.02040816326530612,Striking,28.0,65.0,135.0,66.0,ashlee-evans-smith,6,6,0.3407181054239878,0.16129032258064516,Striking,34.0,68.0,135.5,67.5
111,ailin-perez,daria-zheleznyakova,2024-09-28,1,1.0,12,2,0.5491606714628298,0.02040816326530612,Striking,29.0,65.0,135.0,66.0,daria-zheleznyakova,9,2,0.38271604938271603,0.0,Striking,27.0,69.0,139.2,68.0
112,ailin-perez,joselyne-edwards,2024-01-06,1,1.0,12,2,0.5491606714628298,0.02040816326530612,Striking,29.0,65.0,135.0,66.0,joselyne-edwards,14,6,0.5284837861524978,0.03571428571428571,Striking,28.0,68.0,139.0,70.0
113,ailin-perez,karol-rosa,2025-01-19,1,0.0,12,2,0.5491606714628298,0.02040816326530612,Striking,30.0,65.0,135.0,66.0,karol-rosa,18,7,0.5597381342062193,0.0,Striking,30.0,65.0,135.5,67.5
114,ailin-perez,lucie-pudilova,2023-11-18,1,2.0,12,2,0.5491606714628298,0.02040816326530612,Striking,28.0,65.0,135.0,66.0,lucie-pudilova,14,10,0.37700348432055747,0.0,Striking,28.0,68.0,136.7,67.5
115,ailin-perez,stephanie-egger,2022-03-09,0,3.0,12,2,0.5491606714628298,0.02040816326530612,Striking,27.0,65.0,135.0,66.0,stephanie-egger,8,5,0.46511627906976744,0.23809523809523808,Grappling,32.0,66.0,135.0,68.0
116,aisling-daly,alex-chambers,2014-12-12,1,10.0,16,5,0.5204081632653061,0.0,Striking,25.0,62.0,116.0,64.0,alex-chambers,5,4,0.54,0.4117647058823529,Striking,34.0,63.0,115.8,63.0
117,aisling-daly,ericka-almeida,2015-10-24,1,10.0,16,5,0.5204081632653061,0.0,Striking,25.0,62.0,116.0,64.0,ericka-almeida,7,2,0.3950617283950617,0.0,Striking,24.0,66.0,115.0,68.0
118,aisling-daly,randa-markos,2015-04-25,0,10.0,16,5,0.5204081632653061,0.0,Striking,25.0,62.0,116.0,64.0,randa-markos,11,12,0.4365284974093264,0.22033898305084745,Grappling,27.0,64.0,115.0,63.5
